	F0	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	F13	F14	F15	F16	F17	F18	F19	F20	F21	F22	F23	F24	F25	F26	F27	F28	F29	F30	F31	F32	F33	F34	F35	F36	F37	F38	F39	F40	F41	F42	F43	F44	F45	F46	F47	F48	F49	F50	F51	F52	F53	F54	F55	F56	F57	F58	F59	F60	F61	F62	F63	F64	F65	F66	F67	F68	F69	F70	F71	F72	F73	F74	F75	F76	F77	F78	F79	F80	F81	F82	F83	F84	F85	F86	F87	F88	F89	F90	F91	F92	F93	F94	F95	F96	F97	F98	F99	F100
117	1.602500	1.617010	1.770970	1.563180	1.557990	1.521010	1.722300	1.593280	1.750280	1.941120	1.848760	1.880350	1.750720	2.011780	1.996950	1.777000	2.324310	1.967290	1.901650	2.168240	1.980940	2.556760	2.360770	2.487960	2.407970	2.376140	2.159180	2.436360	2.250240	2.089810	2.267100	2.199880	2.388530	2.445410	2.111220	2.226080	2.093220	2.052860	1.846860	2.013470	2.190530	2.462780	2.192260	2.419130	2.751720	2.779450	2.905340	2.950520	2.836870	2.653450	3.182220	2.668360	3.190600	3.367890	2.730690	2.976440	3.193200	3.115330	2.476720	2.497330	2.533810	2.927800	2.757990	2.572530	2.895330	2.644280	3.093800	2.624550	2.480810	2.827290	3.054810	3.221840	3.243460	3.155400	3.045010	3.032250	2.645580	2.531380	2.619520	2.766740	2.943090	3.262560	2.895630	3.196020	3.206200	2.727990	2.465830	2.424570	2.363990	2.711090	1.931630	2.261650	2.582670	2.125810	2.088940	2.248190	2.053460	1.961750	2.071860	2.016330	2.096510	
118	1.602500	1.675810	1.676010	1.842500	1.793610	1.907360	1.924450	1.879230	2.017620	1.966220	2.138600	2.155960	1.917060	1.868200	1.970060	2.009970	2.070170	2.363620	2.276090	2.378420	2.446900	1.794710	2.297840	2.077200	2.103420	2.012680	2.070490	1.877680	1.842030	1.933950	1.780130	2.000840	1.874560	2.149700	2.162010	2.220600	2.398130	2.456770	2.595050	2.656200	2.614300	2.760410	2.874270	2.878400	3.032650	3.002750	3.122750	2.856360	3.110020	3.076550	2.959680	2.951370	2.404680	2.746040	2.669810	3.256150	3.380320	3.199760	3.498070	3.432350	3.060470	3.260980	2.937440	2.875320	3.278580	2.984600	2.471330	2.776530	2.921780	3.111670	3.036220	2.861670	3.371160	2.588600	2.544870	2.267310	2.622830	2.495840	2.943180	2.803260	3.174410	2.975620	3.146610	2.936440	3.046200	3.171500	3.148880	3.318510	3.193800	3.114760	3.211350	3.196800	3.204300	2.911250	2.647000	2.755470	2.580970	2.234680	2.500910	2.118220	2.331190	
119	1.602500	1.725290	1.634130	1.825100	1.742860	1.662710	1.675110	2.056730	1.973660	2.094430	2.235680	1.709410	1.712510	1.477200	1.719210	1.960050	2.510340	2.714730	2.846720	2.811010	2.735390	2.478870	2.525600	1.804810	1.805140	1.694310	1.568110	1.880860	1.866580	2.404320	2.266280	2.287620	2.767850	2.807330	3.091590	3.241030	3.514710	3.486330	3.458260	3.149950	2.751730	2.993780	2.925850	3.241280	2.924390	2.987290	3.055660	2.894360	3.157020	3.102880	3.572570	3.095670	3.409170	3.182410	2.882150	2.869670	3.056890	3.435890	2.851290	2.531310	2.709950	2.871110	2.495900	2.766470	2.560360	2.716580	2.717120	2.605360	2.903690	2.725570	2.800510	3.010980	2.729410	3.249480	2.662610	3.518070	3.603470	2.704440	3.512450	2.564900	2.453620	2.515590	2.650330	2.584720	2.549980	2.297230	2.464810	2.691040	2.854260	2.940820	2.843600	2.906510	3.069540	2.953250	2.661520	2.846070	3.108680	3.087390	3.152080	2.928720	3.033310	
120	1.602500	1.612250	1.669180	1.726800	1.774670	1.662280	1.780740	1.880700	1.815180	1.931650	2.114400	1.855330	1.983740	1.869390	2.155980	1.975550	1.896110	1.899560	2.043710	2.056450	2.383080	2.210460	1.912320	1.845790	1.771110	1.684740	1.683700	1.826580	1.790240	2.183300	2.574780	2.522350	3.122970	2.902050	3.128030	3.060010	2.871250	2.943190	2.568770	2.696300	2.969000	3.196960	2.692800	2.758890	2.549750	2.867300	2.859090	2.886640	2.855120	2.533880	2.512680	2.241520	2.510480	2.014130	2.418160	2.487890	2.490330	2.120200	1.903220	1.935570	1.846000	1.896940	1.981780	2.414790	2.468310	2.052450	2.285020	2.285440	2.421980	2.778460	2.907640	2.993990	2.855560	3.099130	3.012080	2.662890	2.985640	3.189760	3.146010	3.366850	2.970910	2.837470	2.977780	2.748410	2.709400	2.694360	2.677880	3.087030	2.536910	2.511480	3.156630	2.662530	2.786310	2.971400	3.188880	2.710470	2.909050	3.095080	3.938870	3.035490	3.032010	
121	1.602500	1.776780	1.729090	1.691500	1.528940	1.675150	1.848860	1.886310	2.219760	2.211700	2.107530	2.066910	2.131630	2.331750	2.153850	2.349570	2.634010	2.495030	2.221970	2.185590	2.138760	2.053380	2.205760	2.213520	2.125020	2.188140	2.032740	2.931830	2.796590	2.911650	3.756710	3.526660	3.056160	3.408230	3.594260	4.084480	3.200800	2.675140	2.865550	2.463640	1.987950	2.047800	2.261860	2.640270	2.127960	2.436630	2.448830	2.505020	3.307290	3.176240	3.010700	2.808340	3.169540	3.148890	2.834370	2.872590	3.173050	2.539660	2.438140	2.074460	2.047960	1.840420	1.766640	1.584020	1.810580	1.880900	2.419250	2.531840	2.787160	2.939230	2.855980	2.710730	2.993190	3.087730	2.948790	2.987950	3.210240	3.825590	2.885300	2.814160	2.988780	2.471590	2.767430	2.674820	2.935220	2.758620	2.292130	2.124310	2.624270	2.686920	2.600540	3.046570	2.839020	2.943610	3.122650	2.694210	2.892450	3.084530	3.216510	3.053460	3.318990	
122	1.602500	1.630050	1.716100	1.893090	1.667330	1.796450	1.755190	1.748490	1.787860	2.121490	1.724480	1.873190	2.030420	1.860430	2.169310	1.930140	1.768080	1.858390	1.699930	1.810790	1.789970	1.785770	2.000620	1.806990	1.821920	1.840550	1.902720	2.075220	2.537160	2.429250	2.331640	2.563430	2.501630	2.716610	2.270060	3.205410	2.943860	2.717540	2.812840	2.988820	2.648320	3.009580	2.881370	2.683460	3.200120	2.872760	2.489680	2.374360	2.934780	2.884080	2.539790	2.333170	2.227570	2.406030	2.413960	2.396910	2.753730	2.453610	2.463100	2.694640	2.486470	2.328380	2.518730	2.997690	2.958900	3.307810	3.286740	3.565950	3.007790	3.044470	2.514460	2.633070	3.113110	2.817460	2.750220	2.769060	3.096230	3.231560	2.688280	2.937690	3.064060	2.922080	2.478630	2.451280	2.573960	3.047510	2.753700	2.755490	2.635840	3.020470	2.779020	2.709770	2.903850	2.560680	3.241940	2.515800	3.119420	2.956830	2.962870	3.480290	2.975790	
123	1.602500	1.657850	1.882640	1.670760	1.753970	1.650110	1.856400	2.012230	1.944430	1.964710	2.124830	2.086880	1.886630	2.030530	2.017390	1.941060	2.220140	1.818980	2.342400	2.463320	2.653160	2.809280	2.650580	2.996500	2.869770	3.144520	3.029820	3.161350	3.638340	3.492160	3.503570	3.008020	3.063890	2.563440	2.725990	2.541230	2.761770	2.591820	2.590390	3.192280	2.794210	3.344810	3.359780	3.546910	3.147230	2.641900	2.793750	2.903170	3.238560	3.306270	3.500460	3.185440	3.318290	2.875460	2.832620	2.617090	2.944700	2.518260	2.462680	2.781890	2.695470	2.677860	2.651210	2.707670	2.984390	3.349110	3.256260	3.165480	3.449680	3.404600	3.342060	3.125860	3.284500	3.498420	3.115450	2.862350	3.200810	2.897820	2.813300	3.067970	2.630620	2.977200	3.014210	3.288100	3.078070	3.123590	2.833140	2.516560	3.114270	3.342650	3.108690	2.615910	3.040590	3.129000	2.900720	2.428550	1.977520	2.214820	2.293480	2.141000	2.016700	
124	1.602500	1.691530	1.717980	1.911820	1.589230	1.785080	1.668810	1.705460	1.567750	1.830880	1.878790	2.099150	1.737330	1.679590	1.788980	1.518210	1.967640	2.057610	2.486350	2.920950	3.014130	2.832870	3.623440	3.417350	3.377550	2.781650	2.882700	2.551350	2.499490	2.530630	2.396620	2.960190	3.012820	3.166510	3.017720	3.083850	3.169140	3.133510	2.634480	2.948100	2.895390	2.618870	2.635520	2.509170	2.852920	2.948770	3.018320	3.180390	3.208580	3.388920	3.520130	3.002400	3.321610	2.582590	2.637550	2.606820	3.212260	2.825180	2.743130	3.482080	2.517330	2.994530	2.759730	3.335430	3.082520	3.102640	3.011240	3.090410	3.066180	3.279080	3.313710	3.031910	2.898270	2.843110	2.840430	3.035860	2.792830	2.909020	2.582120	2.736790	2.460490	2.824720	3.294640	2.665310	3.094290	2.788460	3.145670	3.284490	2.800010	2.775090	2.544630	2.966690	2.603190	3.047620	3.015520	2.828750	3.037220	3.206820	2.839750	3.087220	2.908150	
125	1.602500	1.614370	1.809300	1.726920	1.657940	1.569800	1.895520	1.699180	1.789270	1.819370	2.041360	1.909270	1.650390	1.920040	1.795870	2.107930	2.083270	2.684460	2.396780	2.575080	2.565640	2.570920	2.837770	2.787110	2.847980	3.170460	3.378520	3.029250	3.007900	2.379440	2.521470	2.729090	2.192720	2.326570	2.066140	2.239340	2.074890	2.033220	2.085110	2.081930	2.123280	2.247140	1.987850	1.811310	1.890540	2.017250	1.927280	2.366250	2.456240	2.577980	2.966210	3.321030	2.585910	3.515330	2.969300	2.848940	2.703500	3.009040	2.851910	2.933380	2.827040	2.870170	2.608700	2.630360	2.931890	2.673150	2.797360	2.946580	2.795420	3.150900	2.685380	2.560140	2.881620	2.636740	2.536100	2.623560	2.618670	2.786090	3.017000	2.735270	2.526000	2.884890	2.847610	3.197260	2.799490	2.883020	2.674030	2.651070	2.357590	2.902080	2.937450	3.230540	3.207390	3.065140	3.316090	3.338670	2.694420	2.866190	2.734480	2.178040	2.332850	
126	1.602500	1.591320	1.673030	1.878460	1.948540	2.147490	2.105390	2.137550	2.083600	2.010210	1.715050	1.606250	1.974820	1.880140	2.123430	2.190510	2.297990	2.206930	2.300990	1.903400	1.885200	1.847990	1.604760	1.739780	1.993850	2.216860	2.441020	2.498570	2.633610	2.819090	3.041770	3.431850	3.147220	3.176810	3.064300	2.292640	1.978400	1.687630	1.961490	2.067230	2.307600	2.675440	2.842770	3.022780	2.831550	2.633110	3.135050	2.688110	2.156690	2.391700	2.692020	2.165440	2.147480	2.552960	2.651670	2.764870	2.895930	3.305110	3.065640	2.758130	3.648800	3.690250	3.766970	2.833090	2.347210	2.257900	2.448870	2.271970	2.162990	2.077020	2.113530	2.359670	2.198060	2.087760	2.793910	2.406720	2.627530	2.749540	2.607510	2.532640	2.153150	2.255280	2.111550	2.547340	2.378170	3.083360	2.727690	2.455230	2.425370	2.093100	2.043000	2.745280	2.566260	2.643420	2.685210	2.620280	2.614290	2.865410	2.870210	2.987040	3.043710	
127	1.602500	1.761540	1.850340	1.733220	1.798100	1.816450	1.760820	1.910010	1.884380	2.025090	1.773880	1.988120	1.824500	1.801600	1.760940	1.868100	2.089750	2.085220	2.302150	2.128450	2.302720	2.214770	2.324410	2.187610	2.276640	2.276930	2.350580	2.653610	1.991890	2.066950	1.803840	1.680190	1.787880	1.929110	1.932740	2.099410	1.959860	1.840620	1.861690	1.945690	1.900010	2.310980	2.231080	2.311170	2.504880	2.473250	2.282680	2.809050	2.556610	2.251380	2.039900	1.790290	1.804310	1.833440	1.743200	1.916220	1.993880	1.962280	1.966170	2.158610	2.123000	3.173170	2.992390	3.433430	3.609010	3.533260	3.149240	3.493710	3.245960	3.166240	3.745420	3.157570	3.058710	2.972570	2.878420	2.941110	3.032930	2.722830	3.422460	3.309750	3.222700	3.002720	2.850670	2.942350	3.133830	2.801890	2.640850	3.051960	2.826690	3.592930	3.408710	2.540690	3.330460	2.307490	2.455230	1.967150	2.234310	1.852220	1.896550	1.934870	2.050290	
128	1.602500	1.632330	1.731170	1.579420	1.816240	1.762350	1.777270	1.669210	1.531130	1.838580	2.032730	2.210030	2.472600	2.258520	2.341800	1.752300	1.722210	1.493910	1.716040	1.865450	2.283410	2.179300	2.228120	2.051500	2.145790	2.013870	2.276990	2.263380	2.351560	2.975730	2.656030	2.762730	3.013060	3.396440	3.098910	2.836750	2.691440	2.876340	2.768700	3.670490	3.379010	2.937810	3.123810	3.034940	3.129350	2.973670	2.702850	2.778850	3.187780	3.224180	2.628190	2.509690	2.863070	2.768950	2.439560	2.764370	2.418220	2.630720	2.480110	2.101440	2.323280	2.186500	2.159890	2.241330	2.257090	2.649870	2.768700	3.272990	2.885520	2.526190	3.467720	3.578330	3.337000	3.094180	2.959720	2.826810	2.731410	3.078140	2.948790	3.360180	3.038270	2.851860	2.818550	3.560670	3.372410	3.058940	3.333360	2.907520	2.763580	3.332730	2.568430	2.835660	3.365710	2.851620	2.930880	2.550820	2.545050	2.687890	2.738240	2.403390	2.806410	
