    After analysis of      3 configurations: 
 -31.500  42.784   0.000
 -31.500  43.232   0.000
 -31.500  43.680   0.000
 -31.500  44.128   0.000
 -31.500  44.576   0.000
 -28.500   0.224   0.000
 -28.500   0.672   0.000
 -28.500   1.120   0.000
 -28.500   1.568   0.000
 -28.500   2.016   0.000
 -28.500   2.464   0.000
 -28.500   2.912   0.000
 -28.500   3.360   0.000
 -28.500   3.808   0.000
 -28.500   4.256   0.000
 -28.500   4.704   0.000
 -28.500   5.152   0.000
 -28.500   5.600   0.000
 -28.500   6.048   0.000
 -28.500   6.496   0.000
 -28.500   6.944   0.000
 -28.500   7.392   0.000
 -28.500   7.840   0.000
 -28.500   8.288   0.000
 -28.500   8.736   0.000
 -28.500   9.184   0.000
 -28.500   9.632   0.000
 -28.500  10.080   0.000
 -28.500  10.528   0.000
 -28.500  10.976   0.000
 -28.500  11.424   0.000
 -28.500  11.872   0.000
 -28.500  12.320   0.000
 -28.500  12.768   0.000
 -28.500  13.216   0.000
 -28.500  13.664   0.000
 -28.500  14.112   0.000
 -28.500  14.560   0.000
 -28.500  15.008   0.000
 -28.500  15.456   0.000
 -28.500  15.904   0.000
 -28.500  16.352   0.000
 -28.500  16.800   0.000
 -28.500  17.248   0.000
 -28.500  17.696   0.000
 -28.500  18.144   0.000
 -28.500  18.592   0.000
 -28.500  19.040   0.000
 -28.500  19.488   0.000
 -28.500  19.936   0.000
 -28.500  20.384   0.000
 -28.500  20.832   0.000
 -28.500  21.280   0.000
 -28.500  21.728   0.000
 -28.500  22.176   0.000
 -28.500  22.624   0.000
 -28.500  23.072   0.000
 -28.500  23.520   0.000
 -28.500  23.968   0.000
 -28.500  24.416   0.000
 -28.500  24.864   0.000
 -28.500  25.312   0.000
 -28.500  25.760   0.000
 -28.500  26.208   0.000
 -28.500  26.656   0.000
 -28.500  27.104   0.000
 -28.500  27.552   0.000
 -28.500  28.000   0.000
 -28.500  28.448   0.000
 -28.500  28.896   0.000
 -28.500  29.344   0.000
 -28.500  29.792   0.000
 -28.500  30.240   0.000
 -28.500  30.688   0.000
 -28.500  31.136   0.000
 -28.500  31.584   0.000
 -28.500  32.032   0.000
 -28.500  32.480   0.000
 -28.500  32.928   0.000
 -28.500  33.376   0.000
 -28.500  33.824   0.000
 -28.500  34.272   0.000
 -28.500  34.720   0.000
 -28.500  35.168   0.000
 -28.500  35.616   0.000
 -28.500  36.064   0.000
 -28.500  36.512   0.000
 -28.500  36.960   0.000
 -28.500  37.408   0.000
 -28.500  37.856   0.000
 -28.500  38.304   0.000
 -28.500  38.752   0.000
 -28.500  39.200   0.000
 -28.500  39.648   0.000
 -28.500  40.096   0.000
 -28.500  40.544   0.000
 -28.500  40.992   0.000
 -28.500  41.440   0.000
 -28.500  41.888   0.000
 -28.500  42.336   0.000
 -28.500  42.784   0.000
 -28.500  43.232   0.000
 -28.500  43.680   0.000
 -28.500  44.128   0.000
 -28.500  44.576   0.000
 -25.500   0.224   0.000
 -25.500   0.672   0.000
 -25.500   1.120   0.000
 -25.500   1.568   0.000
 -25.500   2.016   0.000
 -25.500   2.464   0.000
 -25.500   2.912   0.000
 -25.500   3.360   0.000
 -25.500   3.808   0.000
 -25.500   4.256   0.000
 -25.500   4.704   0.000
 -25.500   5.152   0.000
 -25.500   5.600   0.000
 -25.500   6.048   0.000
 -25.500   6.496   0.000
 -25.500   6.944   0.000
 -25.500   7.392   0.000
 -25.500   7.840   0.000
 -25.500   8.288   0.000
 -25.500   8.736   0.000
 -25.500   9.184   0.000
 -25.500   9.632   0.000
 -25.500  10.080   0.000
 -25.500  10.528   0.000
 -25.500  10.976   0.000
 -25.500  11.424   0.000
 -25.500  11.872   0.000
 -25.500  12.320   0.000
 -25.500  12.768   0.000
 -25.500  13.216   0.000
 -25.500  13.664   0.000
 -25.500  14.112   0.000
 -25.500  14.560   0.000
 -25.500  15.008   0.000
 -25.500  15.456   0.000
 -25.500  15.904   0.000
 -25.500  16.352   0.000
 -25.500  16.800   0.000
 -25.500  17.248   0.000
 -25.500  17.696   0.000
 -25.500  18.144   0.000
 -25.500  18.592   0.000
 -25.500  19.040   0.000
 -25.500  19.488   0.000
 -25.500  19.936   0.000
 -25.500  20.384   0.000
 -25.500  20.832   0.000
 -25.500  21.280   0.000
 -25.500  21.728   0.000
 -25.500  22.176   0.000
 -25.500  22.624   0.000
 -25.500  23.072   0.000
 -25.500  23.520   0.000
 -25.500  23.968   0.000
 -25.500  24.416   0.000
 -25.500  24.864   0.000
 -25.500  25.312   0.000
 -25.500  25.760   0.000
 -25.500  26.208   0.000
 -25.500  26.656   0.000
 -25.500  27.104   0.000
 -25.500  27.552   0.000
 -25.500  28.000   0.000
 -25.500  28.448   0.000
 -25.500  28.896   0.000
 -25.500  29.344   0.000
 -25.500  29.792   0.000
 -25.500  30.240   0.000
 -25.500  30.688   0.000
 -25.500  31.136   0.000
 -25.500  31.584   0.000
 -25.500  32.032   0.000
 -25.500  32.480   0.000
 -25.500  32.928   0.000
 -25.500  33.376   0.000
 -25.500  33.824   0.000
 -25.500  34.272   0.000
 -25.500  34.720   0.000
 -25.500  35.168   0.000
 -25.500  35.616   0.000
 -25.500  36.064   0.000
 -25.500  36.512   0.000
 -25.500  36.960   0.000
 -25.500  37.408   0.000
 -25.500  37.856   0.000
 -25.500  38.304   0.000
 -25.500  38.752   0.000
 -25.500  39.200   0.000
 -25.500  39.648   0.000
 -25.500  40.096   0.000
 -25.500  40.544   0.000
 -25.500  40.992   0.000
 -25.500  41.440   0.000
 -25.500  41.888   0.000
 -25.500  42.336   0.000
 -25.500  42.784   0.000
 -25.500  43.232   0.000
 -25.500  43.680   0.000
 -25.500  44.128   0.000
 -25.500  44.576   0.000
 -22.500   0.224   0.000
 -22.500   0.672   0.000
 -22.500   1.120   0.000
 -22.500   1.568   0.000
 -22.500   2.016   0.000
 -22.500   2.464   0.000
 -22.500   2.912   0.000
 -22.500   3.360   0.000
 -22.500   3.808   0.000
 -22.500   4.256   0.000
 -22.500   4.704   0.000
 -22.500   5.152   0.000
 -22.500   5.600   0.000
 -22.500   6.048   0.000
 -22.500   6.496   0.000
 -22.500   6.944   0.000
 -22.500   7.392   0.000
 -22.500   7.840   0.000
 -22.500   8.288   0.000
 -22.500   8.736   0.000
 -22.500   9.184   0.000
 -22.500   9.632   0.000
 -22.500  10.080   0.000
 -22.500  10.528   0.000
 -22.500  10.976   0.000
 -22.500  11.424   0.000
 -22.500  11.872   0.000
 -22.500  12.320   0.000
 -22.500  12.768   0.000
 -22.500  13.216   0.000
 -22.500  13.664   0.000
 -22.500  14.112   0.000
 -22.500  14.560   0.000
 -22.500  15.008   0.000
 -22.500  15.456   0.000
 -22.500  15.904   0.000
 -22.500  16.352   0.000
 -22.500  16.800   0.000
 -22.500  17.248   0.000
 -22.500  17.696   0.000
 -22.500  18.144   0.000
 -22.500  18.592   0.000
 -22.500  19.040   0.000
 -22.500  19.488   0.000
 -22.500  19.936   0.000
 -22.500  20.384   0.000
 -22.500  20.832   0.000
 -22.500  21.280   0.000
 -22.500  21.728   0.000
 -22.500  22.176   0.000
 -22.500  22.624   0.000
 -22.500  23.072   0.000
 -22.500  23.520   0.000
 -22.500  23.968   0.000
 -22.500  24.416   0.000
 -22.500  24.864   0.000
 -22.500  25.312   0.000
 -22.500  25.760   0.000
 -22.500  26.208   0.000
 -22.500  26.656   0.000
 -22.500  27.104   0.000
 -22.500  27.552   0.000
 -22.500  28.000   0.000
 -22.500  28.448   0.000
 -22.500  28.896   0.000
 -22.500  29.344   0.000
 -22.500  29.792   0.000
 -22.500  30.240   0.000
 -22.500  30.688   0.000
 -22.500  31.136   0.000
 -22.500  31.584   0.000
 -22.500  32.032   0.000
 -22.500  32.480   0.000
 -22.500  32.928   0.000
 -22.500  33.376   0.000
 -22.500  33.824   0.000
 -22.500  34.272   0.000
 -22.500  34.720   0.000
 -22.500  35.168   0.000
 -22.500  35.616   0.000
 -22.500  36.064   0.000
 -22.500  36.512   0.000
 -22.500  36.960   0.000
 -22.500  37.408   0.000
 -22.500  37.856   0.000
 -22.500  38.304   0.000
 -22.500  38.752   0.000
 -22.500  39.200   0.000
 -22.500  39.648   0.000
 -22.500  40.096   0.000
 -22.500  40.544   0.000
 -22.500  40.992   0.000
 -22.500  41.440   0.000
 -22.500  41.888   0.000
 -22.500  42.336   0.000
 -22.500  42.784   0.000
 -22.500  43.232   0.000
 -22.500  43.680   0.000
 -22.500  44.128   0.000
 -22.500  44.576   0.000
 -19.500   0.224   0.000
 -19.500   0.672   0.000
 -19.500   1.120   0.000
 -19.500   1.568   0.000
 -19.500   2.016   0.000
 -19.500   2.464   0.000
 -19.500   2.912   0.000
 -19.500   3.360   0.000
 -19.500   3.808   0.000
 -19.500   4.256   0.000
 -19.500   4.704   0.000
 -19.500   5.152   0.000
 -19.500   5.600   0.000
 -19.500   6.048   0.000
 -19.500   6.496   0.000
 -19.500   6.944   0.000
 -19.500   7.392   0.000
 -19.500   7.840   0.000
 -19.500   8.288   0.000
 -19.500   8.736   0.000
 -19.500   9.184   0.000
 -19.500   9.632   0.000
 -19.500  10.080   0.000
 -19.500  10.528   0.000
 -19.500  10.976   0.000
 -19.500  11.424   0.000
 -19.500  11.872   0.000
 -19.500  12.320   0.000
 -19.500  12.768   0.000
 -19.500  13.216   0.000
 -19.500  13.664   0.000
 -19.500  14.112   0.000
 -19.500  14.560   0.000
 -19.500  15.008   0.000
 -19.500  15.456   0.000
 -19.500  15.904   0.000
 -19.500  16.352   0.000
 -19.500  16.800   0.000
 -19.500  17.248   0.000
 -19.500  17.696   0.000
 -19.500  18.144   0.000
 -19.500  18.592   0.000
 -19.500  19.040   0.000
 -19.500  19.488   0.000
 -19.500  19.936   0.000
 -19.500  20.384   0.000
 -19.500  20.832   0.000
 -19.500  21.280   0.000
 -19.500  21.728   0.000
 -19.500  22.176   0.000
 -19.500  22.624   0.000
 -19.500  23.072   0.000
 -19.500  23.520   0.000
 -19.500  23.968   0.000
 -19.500  24.416   0.000
 -19.500  24.864   0.000
 -19.500  25.312   0.000
 -19.500  25.760   0.000
 -19.500  26.208   0.000
 -19.500  26.656   0.000
 -19.500  27.104   0.000
 -19.500  27.552   0.000
 -19.500  28.000   0.000
 -19.500  28.448   0.000
 -19.500  28.896   0.000
 -19.500  29.344   0.000
 -19.500  29.792   0.000
 -19.500  30.240   0.000
 -19.500  30.688   0.000
 -19.500  31.136   0.000
 -19.500  31.584   0.000
 -19.500  32.032   0.000
 -19.500  32.480   0.000
 -19.500  32.928   0.000
 -19.500  33.376   0.000
 -19.500  33.824   0.000
 -19.500  34.272   0.000
 -19.500  34.720   0.000
 -19.500  35.168   0.000
 -19.500  35.616   0.000
 -19.500  36.064   0.000
 -19.500  36.512   0.000
 -19.500  36.960   0.000
 -19.500  37.408   0.000
 -19.500  37.856   0.000
 -19.500  38.304   0.000
 -19.500  38.752   0.000
 -19.500  39.200   0.000
 -19.500  39.648   0.000
 -19.500  40.096   0.000
 -19.500  40.544   0.000
 -19.500  40.992   0.000
 -19.500  41.440   0.000
 -19.500  41.888   0.000
 -19.500  42.336   0.000
 -19.500  42.784   0.000
 -19.500  43.232   0.000
 -19.500  43.680   0.000
 -19.500  44.128   0.000
 -19.500  44.576   0.000
 -16.500   0.224   0.000
 -16.500   0.672   0.000
 -16.500   1.120   0.000
 -16.500   1.568   0.000
 -16.500   2.016   0.000
 -16.500   2.464   0.000
 -16.500   2.912   0.000
 -16.500   3.360   0.000
 -16.500   3.808   0.000
 -16.500   4.256   0.000
 -16.500   4.704   0.000
 -16.500   5.152   0.000
 -16.500   5.600   0.000
 -16.500   6.048   0.000
 -16.500   6.496   0.000
 -16.500   6.944   0.000
 -16.500   7.392   0.000
 -16.500   7.840   0.000
 -16.500   8.288   0.000
 -16.500   8.736   0.000
 -16.500   9.184   0.000
 -16.500   9.632   0.000
 -16.500  10.080   0.000
 -16.500  10.528   0.000
 -16.500  10.976   0.000
 -16.500  11.424   0.000
 -16.500  11.872   0.000
 -16.500  12.320   0.000
 -16.500  12.768   0.000
 -16.500  13.216   0.000
 -16.500  13.664   0.000
 -16.500  14.112   0.000
 -16.500  14.560   0.000
 -16.500  15.008   0.000
 -16.500  15.456   0.000
 -16.500  15.904   0.000
 -16.500  16.352   0.000
 -16.500  16.800   0.000
 -16.500  17.248   0.000
 -16.500  17.696   0.000
 -16.500  18.144   0.000
 -16.500  18.592   0.000
 -16.500  19.040   0.000
 -16.500  19.488   0.000
 -16.500  19.936   0.000
 -16.500  20.384   0.000
 -16.500  20.832   0.000
 -16.500  21.280   0.000
 -16.500  21.728   0.000
 -16.500  22.176   0.000
 -16.500  22.624   0.000
 -16.500  23.072   0.000
 -16.500  23.520   0.000
 -16.500  23.968   0.000
 -16.500  24.416   0.000
 -16.500  24.864   0.000
 -16.500  25.312   0.000
 -16.500  25.760   0.000
 -16.500  26.208   0.000
 -16.500  26.656   0.000
 -16.500  27.104   0.000
 -16.500  27.552   0.000
 -16.500  28.000   0.000
 -16.500  28.448   0.000
 -16.500  28.896   0.000
 -16.500  29.344   0.000
 -16.500  29.792   0.000
 -16.500  30.240   0.000
 -16.500  30.688   0.000
 -16.500  31.136   0.000
 -16.500  31.584   0.000
 -16.500  32.032   0.000
 -16.500  32.480   0.000
 -16.500  32.928   0.000
 -16.500  33.376   0.000
 -16.500  33.824   0.000
 -16.500  34.272   0.000
 -16.500  34.720   0.000
 -16.500  35.168   0.000
 -16.500  35.616   0.000
 -16.500  36.064   0.000
 -16.500  36.512   0.000
 -16.500  36.960   0.000
 -16.500  37.408   0.000
 -16.500  37.856   0.000
 -16.500  38.304   0.000
 -16.500  38.752   0.000
 -16.500  39.200   0.000
 -16.500  39.648   0.000
 -16.500  40.096   0.000
 -16.500  40.544   0.000
 -16.500  40.992   0.000
 -16.500  41.440   0.000
 -16.500  41.888   0.000
 -16.500  42.336   0.000
 -16.500  42.784   0.000
 -16.500  43.232   0.000
 -16.500  43.680   0.000
 -16.500  44.128   0.000
 -16.500  44.576   0.000
 -13.500   0.224   0.000
 -13.500   0.672   0.000
 -13.500   1.120   0.000
 -13.500   1.568   0.000
 -13.500   2.016   0.000
 -13.500   2.464   0.000
 -13.500   2.912   0.000
 -13.500   3.360   0.000
 -13.500   3.808   0.000
 -13.500   4.256   0.000
 -13.500   4.704   0.000
 -13.500   5.152   0.000
 -13.500   5.600   0.000
 -13.500   6.048   0.000
 -13.500   6.496   0.000
 -13.500   6.944   0.000
 -13.500   7.392   0.000
 -13.500   7.840   0.000
 -13.500   8.288   0.000
 -13.500   8.736   0.000
 -13.500   9.184   0.000
 -13.500   9.632   0.000
 -13.500  10.080   0.000
 -13.500  10.528   0.000
 -13.500  10.976   0.000
 -13.500  11.424   0.000
 -13.500  11.872   0.000
 -13.500  12.320   0.000
 -13.500  12.768   0.000
 -13.500  13.216   0.000
 -13.500  13.664   0.000
 -13.500  14.112   0.000
 -13.500  14.560   0.000
 -13.500  15.008   0.000
 -13.500  15.456   0.000
 -13.500  15.904   0.000
 -13.500  16.352   0.000
 -13.500  16.800   0.000
 -13.500  17.248   0.000
 -13.500  17.696   0.000
 -13.500  18.144   0.000
 -13.500  18.592   0.000
 -13.500  19.040   0.000
 -13.500  19.488   0.000
 -13.500  19.936   0.000
 -13.500  20.384   0.000
 -13.500  20.832   0.000
 -13.500  21.280   0.000
 -13.500  21.728   0.000
 -13.500  22.176   0.000
 -13.500  22.624   0.000
 -13.500  23.072   0.000
 -13.500  23.520   0.000
 -13.500  23.968   0.000
 -13.500  24.416   0.000
 -13.500  24.864   0.000
 -13.500  25.312   0.000
 -13.500  25.760   0.000
 -13.500  26.208   0.000
 -13.500  26.656   0.000
 -13.500  27.104   0.000
 -13.500  27.552   0.000
 -13.500  28.000   0.000
 -13.500  28.448   0.000
 -13.500  28.896   0.000
 -13.500  29.344   0.000
 -13.500  29.792   0.000
 -13.500  30.240   0.000
 -13.500  30.688   0.000
 -13.500  31.136   0.000
 -13.500  31.584   0.000
 -13.500  32.032   0.000
 -13.500  32.480   0.000
 -13.500  32.928   0.000
 -13.500  33.376   0.000
 -13.500  33.824   0.000
 -13.500  34.272   0.000
 -13.500  34.720   0.000
 -13.500  35.168   0.000
 -13.500  35.616   0.000
 -13.500  36.064   0.000
 -13.500  36.512   0.000
 -13.500  36.960   0.000
 -13.500  37.408   0.000
 -13.500  37.856   0.000
 -13.500  38.304   0.000
 -13.500  38.752   0.000
 -13.500  39.200   0.000
 -13.500  39.648   0.000
 -13.500  40.096   0.000
 -13.500  40.544   0.000
 -13.500  40.992   0.000
 -13.500  41.440   0.000
 -13.500  41.888   0.000
 -13.500  42.336   0.000
 -13.500  42.784   0.000
 -13.500  43.232   0.000
 -13.500  43.680   0.000
 -13.500  44.128   0.000
 -13.500  44.576   0.000
 -10.500   0.224   0.000
 -10.500   0.672   0.000
 -10.500   1.120   0.000
 -10.500   1.568   0.000
 -10.500   2.016   0.000
 -10.500   2.464   0.000
 -10.500   2.912   0.000
 -10.500   3.360   0.000
 -10.500   3.808   0.000
 -10.500   4.256   0.000
 -10.500   4.704   0.000
 -10.500   5.152   0.000
 -10.500   5.600   0.000
 -10.500   6.048   0.000
 -10.500   6.496   0.000
 -10.500   6.944   0.000
 -10.500   7.392   0.000
 -10.500   7.840   0.000
 -10.500   8.288   0.000
 -10.500   8.736   0.000
 -10.500   9.184   0.000
 -10.500   9.632   0.000
 -10.500  10.080   0.000
 -10.500  10.528   0.000
 -10.500  10.976   0.000
 -10.500  11.424   0.000
 -10.500  11.872   0.000
 -10.500  12.320   0.000
 -10.500  12.768   0.000
 -10.500  13.216   0.000
 -10.500  13.664   0.000
 -10.500  14.112   0.000
 -10.500  14.560   0.000
 -10.500  15.008   0.000
 -10.500  15.456   0.000
 -10.500  15.904   0.000
 -10.500  16.352   0.000
 -10.500  16.800   0.000
 -10.500  17.248   0.000
 -10.500  17.696   0.000
 -10.500  18.144   0.000
 -10.500  18.592   0.000
 -10.500  19.040   0.000
 -10.500  19.488   0.000
 -10.500  19.936   0.000
 -10.500  20.384   0.000
 -10.500  20.832   0.000
 -10.500  21.280   0.000
 -10.500  21.728   0.000
 -10.500  22.176   0.000
 -10.500  22.624   0.000
 -10.500  23.072   0.000
 -10.500  23.520   0.000
 -10.500  23.968   0.000
 -10.500  24.416   0.000
 -10.500  24.864   0.000
 -10.500  25.312   0.000
 -10.500  25.760   0.000
 -10.500  26.208   0.000
 -10.500  26.656   0.000
 -10.500  27.104   0.000
 -10.500  27.552   0.000
 -10.500  28.000   0.000
 -10.500  28.448   0.000
 -10.500  28.896   0.000
 -10.500  29.344   0.000
 -10.500  29.792   0.000
 -10.500  30.240   0.000
 -10.500  30.688   0.000
 -10.500  31.136   0.000
 -10.500  31.584   0.000
 -10.500  32.032   0.000
 -10.500  32.480   0.000
 -10.500  32.928   0.000
 -10.500  33.376   0.000
 -10.500  33.824   0.000
 -10.500  34.272   0.000
 -10.500  34.720   0.000
 -10.500  35.168   0.000
 -10.500  35.616   0.000
 -10.500  36.064   0.000
 -10.500  36.512   0.000
 -10.500  36.960   0.000
 -10.500  37.408   0.000
 -10.500  37.856   0.000
 -10.500  38.304   0.000
 -10.500  38.752   0.000
 -10.500  39.200   0.000
 -10.500  39.648   0.000
 -10.500  40.096   0.000
 -10.500  40.544   0.000
 -10.500  40.992   0.000
 -10.500  41.440   0.000
 -10.500  41.888   0.000
 -10.500  42.336   0.000
 -10.500  42.784   0.000
 -10.500  43.232   0.000
 -10.500  43.680   0.000
 -10.500  44.128   0.000
 -10.500  44.576   0.000
  -7.500   0.224   0.000
  -7.500   0.672   0.000
  -7.500   1.120   0.000
  -7.500   1.568   0.000
  -7.500   2.016   0.000
  -7.500   2.464   0.000
  -7.500   2.912   0.000
  -7.500   3.360   0.000
  -7.500   3.808   0.000
  -7.500   4.256   0.000
  -7.500   4.704   0.000
  -7.500   5.152   0.000
  -7.500   5.600   0.000
  -7.500   6.048   0.000
  -7.500   6.496   0.000
  -7.500   6.944   0.000
  -7.500   7.392   0.000
  -7.500   7.840   0.000
  -7.500   8.288   0.000
  -7.500   8.736   0.000
  -7.500   9.184   0.000
  -7.500   9.632   0.000
  -7.500  10.080   0.000
  -7.500  10.528   0.000
  -7.500  10.976   0.000
  -7.500  11.424   0.000
  -7.500  11.872   0.000
  -7.500  12.320   0.000
  -7.500  12.768   0.000
  -7.500  13.216   0.000
  -7.500  13.664   0.000
  -7.500  14.112   0.000
  -7.500  14.560   0.000
  -7.500  15.008   0.000
  -7.500  15.456   0.000
  -7.500  15.904   0.000
  -7.500  16.352   0.000
  -7.500  16.800   0.000
  -7.500  17.248   0.000
  -7.500  17.696   0.000
  -7.500  18.144   0.000
  -7.500  18.592   0.000
  -7.500  19.040   0.000
  -7.500  19.488   0.000
  -7.500  19.936   0.000
  -7.500  20.384   0.000
  -7.500  20.832   0.000
  -7.500  21.280   0.000
  -7.500  21.728   0.000
  -7.500  22.176   0.000
  -7.500  22.624   0.000
  -7.500  23.072   0.000
  -7.500  23.520   0.000
  -7.500  23.968   0.000
  -7.500  24.416   0.000
  -7.500  24.864   0.000
  -7.500  25.312   0.000
  -7.500  25.760   0.000
  -7.500  26.208   0.000
  -7.500  26.656   0.000
  -7.500  27.104   0.000
  -7.500  27.552   0.000
  -7.500  28.000   0.000
  -7.500  28.448   0.000
  -7.500  28.896   0.000
  -7.500  29.344   0.000
  -7.500  29.792   0.000
  -7.500  30.240   0.000
  -7.500  30.688   0.000
  -7.500  31.136   0.000
  -7.500  31.584   0.000
  -7.500  32.032   0.000
  -7.500  32.480   0.000
  -7.500  32.928   0.000
  -7.500  33.376   0.000
  -7.500  33.824   0.000
  -7.500  34.272   0.000
  -7.500  34.720   0.000
  -7.500  35.168   0.000
  -7.500  35.616   0.000
  -7.500  36.064   0.000
  -7.500  36.512   0.000
  -7.500  36.960   0.000
  -7.500  37.408   0.000
  -7.500  37.856   0.000
  -7.500  38.304   0.000
  -7.500  38.752   0.000
  -7.500  39.200   0.000
  -7.500  39.648   0.000
  -7.500  40.096   0.000
  -7.500  40.544   0.000
  -7.500  40.992   0.000
  -7.500  41.440   0.000
  -7.500  41.888   0.000
  -7.500  42.336   0.000
  -7.500  42.784   0.000
  -7.500  43.232   0.000
  -7.500  43.680   0.000
  -7.500  44.128   0.000
  -7.500  44.576   0.000
  -4.500   0.224   0.000
  -4.500   0.672   0.000
  -4.500   1.120   0.000
  -4.500   1.568   0.000
  -4.500   2.016   0.000
  -4.500   2.464   0.000
  -4.500   2.912   0.000
  -4.500   3.360   0.000
  -4.500   3.808   0.000
  -4.500   4.256   0.000
  -4.500   4.704   0.000
  -4.500   5.152   0.000
  -4.500   5.600   0.000
  -4.500   6.048   0.000
  -4.500   6.496   0.000
  -4.500   6.944   0.000
  -4.500   7.392   0.000
  -4.500   7.840   0.000
  -4.500   8.288   0.000
  -4.500   8.736   0.000
  -4.500   9.184   0.000
  -4.500   9.632   0.000
  -4.500  10.080   0.000
  -4.500  10.528   0.000
  -4.500  10.976   0.000
  -4.500  11.424   0.000
  -4.500  11.872   0.000
  -4.500  12.320   0.000
  -4.500  12.768   0.000
  -4.500  13.216   0.000
  -4.500  13.664   0.000
  -4.500  14.112   0.000
  -4.500  14.560   0.000
  -4.500  15.008   0.000
  -4.500  15.456   0.000
  -4.500  15.904   0.000
  -4.500  16.352   0.000
  -4.500  16.800   0.000
  -4.500  17.248   0.000
  -4.500  17.696   0.000
  -4.500  18.144   0.000
  -4.500  18.592   0.000
  -4.500  19.040   0.000
  -4.500  19.488   0.000
  -4.500  19.936   0.000
  -4.500  20.384   0.000
  -4.500  20.832   0.000
  -4.500  21.280   0.000
  -4.500  21.728   0.000
  -4.500  22.176   0.000
  -4.500  22.624   0.000
  -4.500  23.072   0.000
  -4.500  23.520   0.000
  -4.500  23.968   0.000
  -4.500  24.416   0.000
  -4.500  24.864   0.000
  -4.500  25.312   0.000
  -4.500  25.760   0.000
  -4.500  26.208   0.000
  -4.500  26.656   0.000
  -4.500  27.104   0.000
  -4.500  27.552   0.000
  -4.500  28.000   0.000
  -4.500  28.448   0.000
  -4.500  28.896   0.000
  -4.500  29.344   0.000
  -4.500  29.792   0.000
  -4.500  30.240   0.000
  -4.500  30.688   0.000
  -4.500  31.136   0.000
  -4.500  31.584   0.000
  -4.500  32.032   0.000
  -4.500  32.480   0.000
  -4.500  32.928   0.000
  -4.500  33.376   0.000
  -4.500  33.824   0.000
  -4.500  34.272   0.000
  -4.500  34.720   0.000
  -4.500  35.168   0.000
  -4.500  35.616   0.000
  -4.500  36.064   0.000
  -4.500  36.512   0.000
  -4.500  36.960   0.000
  -4.500  37.408   0.000
  -4.500  37.856   0.000
  -4.500  38.304   0.000
  -4.500  38.752   0.000
  -4.500  39.200   0.000
  -4.500  39.648   0.000
  -4.500  40.096   0.000
  -4.500  40.544   0.000
  -4.500  40.992   0.000
  -4.500  41.440   0.000
  -4.500  41.888   0.000
  -4.500  42.336   0.000
  -4.500  42.784   0.000
  -4.500  43.232   0.000
  -4.500  43.680   0.000
  -4.500  44.128   0.000
  -4.500  44.576   0.000
  -1.500   0.224   2.000
  -1.500   0.672   3.333
  -1.500   1.120   9.333
  -1.500   1.568   9.667
  -1.500   2.016   6.000
  -1.500   2.464   7.000
  -1.500   2.912   5.667
  -1.500   3.360  10.000
  -1.500   3.808   7.000
  -1.500   4.256   9.667
  -1.500   4.704   7.667
  -1.500   5.152   6.000
  -1.500   5.600   6.667
  -1.500   6.048   7.000
  -1.500   6.496  10.000
  -1.500   6.944   9.000
  -1.500   7.392   8.667
  -1.500   7.840   6.000
  -1.500   8.288   8.667
  -1.500   8.736  10.667
  -1.500   9.184   9.667
  -1.500   9.632   7.000
  -1.500  10.080   9.667
  -1.500  10.528   5.000
  -1.500  10.976   7.333
  -1.500  11.424  11.333
  -1.500  11.872  11.333
  -1.500  12.320   5.667
  -1.500  12.768  11.333
  -1.500  13.216   6.667
  -1.500  13.664   8.333
  -1.500  14.112   7.333
  -1.500  14.560   7.333
  -1.500  15.008   6.000
  -1.500  15.456   8.333
  -1.500  15.904  11.667
  -1.500  16.352   7.667
  -1.500  16.800   6.333
  -1.500  17.248   7.333
  -1.500  17.696  10.000
  -1.500  18.144  10.000
  -1.500  18.592   7.667
  -1.500  19.040  11.333
  -1.500  19.488   6.333
  -1.500  19.936   7.333
  -1.500  20.384  12.333
  -1.500  20.832   8.000
  -1.500  21.280   8.000
  -1.500  21.728   9.667
  -1.500  22.176   4.667
  -1.500  22.624  13.333
  -1.500  23.072   7.000
  -1.500  23.520   8.000
  -1.500  23.968  11.000
  -1.500  24.416   9.000
  -1.500  24.864   8.000
  -1.500  25.312   9.333
  -1.500  25.760  10.333
  -1.500  26.208   7.667
  -1.500  26.656  10.000
  -1.500  27.104   6.333
  -1.500  27.552   9.333
  -1.500  28.000   8.667
  -1.500  28.448   5.667
  -1.500  28.896  10.333
  -1.500  29.344   8.000
  -1.500  29.792   9.667
  -1.500  30.240   7.000
  -1.500  30.688   7.667
  -1.500  31.136   7.667
  -1.500  31.584  10.333
  -1.500  32.032   8.000
  -1.500  32.480   7.333
  -1.500  32.928  11.333
  -1.500  33.376   9.000
  -1.500  33.824   4.000
  -1.500  34.272   4.333
  -1.500  34.720  11.333
  -1.500  35.168   7.000
  -1.500  35.616   4.667
  -1.500  36.064   8.000
  -1.500  36.512   7.667
  -1.500  36.960  10.333
  -1.500  37.408  10.333
  -1.500  37.856   7.000
  -1.500  38.304   6.667
  -1.500  38.752   7.667
  -1.500  39.200   7.000
  -1.500  39.648  10.333
  -1.500  40.096   7.333
  -1.500  40.544   7.667
  -1.500  40.992   7.667
  -1.500  41.440   9.333
