    After analysis of      3 configurations: 
 Bulk (1) O-water                        :   at.type -     1;   col.title - o*      
 Bulk (1) H-water                        :   at.type -     2;   col.title - h*      


   ra      rb      o*      h*      
  18.850  23.339   0.000   0.333
  18.850  24.105   0.000   0.000
  18.850  24.870   0.000   0.000
  18.850  25.635   0.000   0.000
  18.850  26.400   0.000   0.000
  18.850  27.165   0.000   0.000
  18.850  27.931   0.000   0.000
  18.850  28.696   0.000   0.000
  18.850  29.461   0.000   0.000
  18.850  30.226   0.000   0.000
  18.850  30.992   0.000   0.000
  18.850  31.757   0.000   0.167
  18.850  32.522   0.000   0.333
  18.850  33.287   0.000   0.000
  18.850  34.052   0.000   0.000
  18.850  34.818   0.000   0.000
  18.850  35.583   0.000   0.000
  18.850  36.348   0.000   0.000
  18.850  37.113   0.000   0.000
  18.850  37.879   0.000   0.000
  19.430   0.383   0.000   0.000
  19.430   1.148   0.000   0.000
  19.430   1.913   0.000   0.000
  19.430   2.678   0.000   0.000
  19.430   3.444   0.000   0.000
  19.430   4.209   0.000   0.000
  19.430   4.974   0.000   0.000
  19.430   5.739   0.000   0.000
  19.430   6.504   0.000   0.000
  19.430   7.270   0.000   0.000
  19.430   8.035   0.000   0.000
  19.430   8.800   0.000   0.000
  19.430   9.565   0.000   0.000
  19.430  10.331   0.000   0.000
  19.430  11.096   0.000   0.000
  19.430  11.861   0.000   0.000
  19.430  12.626   0.000   0.000
  19.430  13.391   0.000   0.000
  19.430  14.157   0.000   0.333
  19.430  14.922   0.000   0.000
  19.430  15.687   0.000   0.167
  19.430  16.452   0.000   0.000
  19.430  17.218   0.000   0.000
  19.430  17.983   0.000   0.000
  19.430  18.748   0.000   0.000
  19.430  19.513   0.000   0.000
  19.430  20.278   0.000   0.333
  19.430  21.044   0.000   0.167
  19.430  21.809   0.000   0.000
  19.430  22.574   0.333   0.000
  19.430  23.339   0.667   0.000
  19.430  24.105   0.000   0.000
  19.430  24.870   0.000   0.000
  19.430  25.635   0.000   0.000
  19.430  26.400   0.000   0.167
  19.430  27.165   0.000   0.667
  19.430  27.931   0.000   0.000
  19.430  28.696   0.000   0.000
  19.430  29.461   0.000   0.000
  19.430  30.226   0.000   0.000
  19.430  30.992   0.000   0.000
  19.430  31.757   0.000   0.000
  19.430  32.522   0.000   0.000
  19.430  33.287   0.000   0.000
  19.430  34.052   0.000   0.000
  19.430  34.818   0.000   0.000
  19.430  35.583   0.000   0.000
  19.430  36.348   0.000   0.000
  19.430  37.113   0.000   0.000
  19.430  37.879   0.000   0.000
  20.010   0.383   0.000   0.000
  20.010   1.148   0.000   0.000
  20.010   1.913   0.000   0.000
  20.010   2.678   0.000   0.000
  20.010   3.444   0.000   0.000
  20.010   4.209   0.000   0.000
  20.010   4.974   0.000   0.000
  20.010   5.739   0.000   0.000
  20.010   6.504   0.000   0.000
  20.010   7.270   0.000   0.000
  20.010   8.035   0.000   0.000
  20.010   8.800   0.000   0.000
  20.010   9.565   0.000   0.333
  20.010  10.331   0.000   0.333
  20.010  11.096   0.000   0.000
  20.010  11.861   0.000   0.000
  20.010  12.626   0.000   0.000
  20.010  13.391   0.000   0.000
  20.010  14.157   0.000   0.000
  20.010  14.922   0.000   0.000
  20.010  15.687   0.000   0.000
  20.010  16.452   0.000   0.000
  20.010  17.218   0.000   0.000
  20.010  17.983   0.000   0.000
  20.010  18.748   0.000   0.000
  20.010  19.513   0.000   0.000
  20.010  20.278   0.000   0.000
  20.010  21.044   0.000   0.000
  20.010  21.809   0.000   0.000
  20.010  22.574   0.000   0.500
  20.010  23.339   0.000   0.000
  20.010  24.105   0.000   0.000
  20.010  24.870   0.000   0.000
  20.010  25.635   0.000   0.000
  20.010  26.400   0.000   0.000
  20.010  27.165   1.000   0.000
  20.010  27.931   0.000   0.167
  20.010  28.696   0.000   0.000
  20.010  29.461   0.000   0.000
  20.010  30.226   0.000   0.000
  20.010  30.992   0.000   0.000
  20.010  31.757   0.000   0.000
  20.010  32.522   0.000   0.000
  20.010  33.287   0.333   0.000
  20.010  34.052   0.000   0.000
  20.010  34.818   0.000   0.000
  20.010  35.583   0.000   0.000
  20.010  36.348   0.000   0.500
  20.010  37.113   0.000   0.000
  20.010  37.879   0.000   0.000
  20.590   0.383   0.000   0.000
  20.590   1.148   0.000   0.333
  20.590   1.913   0.000   0.167
  20.590   2.678   0.000   0.000
  20.590   3.444   0.000   0.000
  20.590   4.209   0.000   0.500
  20.590   4.974   0.000   0.000
  20.590   5.739   0.000   0.000
  20.590   6.504   0.000   0.000
  20.590   7.270   0.000   0.000
  20.590   8.035   0.000   0.000
  20.590   8.800   0.000   0.000
  20.590   9.565   0.000   0.000
  20.590  10.331   0.000   0.167
  20.590  11.096   0.000   0.000
  20.590  11.861   0.000   0.000
  20.590  12.626   0.000   0.000
  20.590  13.391   0.000   0.333
  20.590  14.157   0.000   0.000
  20.590  14.922   0.000   0.000
  20.590  15.687   0.000   0.000
  20.590  16.452   0.000   0.000
  20.590  17.218   0.000   0.333
  20.590  17.983   0.000   0.000
  20.590  18.748   0.000   0.000
  20.590  19.513   0.000   0.000
  20.590  20.278   0.000   0.000
  20.590  21.044   0.000   0.000
  20.590  21.809   0.000   0.000
  20.590  22.574   0.000   0.000
  20.590  23.339   0.000   0.500
  20.590  24.105   0.000   0.000
  20.590  24.870   0.000   0.000
  20.590  25.635   0.000   0.000
  20.590  26.400   0.000   0.333
  20.590  27.165   0.000   0.000
  20.590  27.931   0.000   0.000
  20.590  28.696   0.000   0.000
  20.590  29.461   0.000   0.000
  20.590  30.226   0.000   0.000
  20.590  30.992   0.000   0.000
  20.590  31.757   0.000   0.167
  20.590  32.522   0.000   0.000
  20.590  33.287   0.667   0.500
  20.590  34.052   0.000   0.167
  20.590  34.818   0.000   0.000
  20.590  35.583   0.000   0.000
  20.590  36.348   0.000   0.000
  20.590  37.113   0.000   0.000
  20.590  37.879   0.000   0.000
  21.170   0.383   0.000   0.500
  21.170   1.148   0.667   0.000
  21.170   1.913   0.333   0.000
  21.170   2.678   0.000   0.000
  21.170   3.444   0.000   0.000
  21.170   4.209   0.333   0.000
  21.170   4.974   0.000   0.167
  21.170   5.739   0.000   0.000
  21.170   6.504   0.000   0.000
  21.170   7.270   0.000   0.000
  21.170   8.035   0.000   0.000
  21.170   8.800   0.000   0.000
  21.170   9.565   0.000   0.000
  21.170  10.331   1.000   0.000
  21.170  11.096   0.000   0.000
  21.170  11.861   0.000   0.000
  21.170  12.626   0.000   0.000
  21.170  13.391   0.000   0.000
  21.170  14.157   0.000   0.500
  21.170  14.922   0.000   0.000
  21.170  15.687   0.000   0.000
  21.170  16.452   0.000   0.000
  21.170  17.218   0.000   0.000
  21.170  17.983   0.000   0.000
  21.170  18.748   0.000   0.500
  21.170  19.513   0.000   0.000
  21.170  20.278   0.000   0.000
  21.170  21.044   0.000   0.000
  21.170  21.809   0.000   0.000
  21.170  22.574   0.000   0.000
  21.170  23.339   0.000   0.000
  21.170  24.105   0.000   0.000
  21.170  24.870   0.000   0.000
  21.170  25.635   0.000   0.000
  21.170  26.400   0.000   0.167
  21.170  27.165   0.000   0.333
  21.170  27.931   0.000   0.000
  21.170  28.696   0.000   0.500
  21.170  29.461   0.000   0.000
  21.170  30.226   0.000   0.000
  21.170  30.992   0.000   0.000
  21.170  31.757   0.000   0.000
  21.170  32.522   0.000   0.333
  21.170  33.287   0.000   0.000
  21.170  34.052   0.000   0.000
  21.170  34.818   0.000   0.000
  21.170  35.583   0.000   0.000
  21.170  36.348   0.000   0.500
  21.170  37.113   1.000   0.000
  21.170  37.879   0.000   0.000
  21.750   0.383   0.000   0.000
  21.750   1.148   0.000   0.000
  21.750   1.913   0.000   0.000
  21.750   2.678   0.000   0.000
  21.750   3.444   0.000   0.500
  21.750   4.209   0.333   0.000
  21.750   4.974   0.000   0.333
  21.750   5.739   0.000   0.000
  21.750   6.504   0.000   0.000
  21.750   7.270   0.000   0.000
  21.750   8.035   0.000   0.000
  21.750   8.800   0.000   0.000
  21.750   9.565   0.000   0.333
  21.750  10.331   0.000   0.500
  21.750  11.096   0.000   0.000
  21.750  11.861   0.000   0.000
  21.750  12.626   0.000   0.000
  21.750  13.391   0.000   0.000
  21.750  14.157   0.000   0.000
  21.750  14.922   0.000   0.000
  21.750  15.687   0.000   0.000
  21.750  16.452   0.000   0.000
  21.750  17.218   0.000   0.000
  21.750  17.983   0.000   0.000
  21.750  18.748   1.000   0.000
  21.750  19.513   0.000   0.000
  21.750  20.278   0.000   0.000
  21.750  21.044   0.000   0.000
  21.750  21.809   0.000   0.167
  21.750  22.574   0.000   0.333
  21.750  23.339   0.000   0.000
  21.750  24.105   0.000   0.000
  21.750  24.870   0.000   0.000
  21.750  25.635   0.000   0.000
  21.750  26.400   0.000   0.167
  21.750  27.165   0.000   0.000
  21.750  27.931   0.000   0.000
  21.750  28.696   0.000   0.000
  21.750  29.461   1.000   0.167
  21.750  30.226   0.000   0.333
  21.750  30.992   0.000   0.000
  21.750  31.757   0.000   0.000
  21.750  32.522   0.000   0.000
  21.750  33.287   0.000   0.000
  21.750  34.052   0.000   0.000
  21.750  34.818   0.000   0.000
  21.750  35.583   0.000   0.000
  21.750  36.348   0.000   0.000
  21.750  37.113   0.000   0.000
  21.750  37.879   0.000   0.167
  22.330   0.383   0.000   0.000
  22.330   1.148   0.000   0.000
  22.330   1.913   0.000   0.000
  22.330   2.678   0.000   0.000
  22.330   3.444   0.000   0.000
  22.330   4.209   0.000   0.000
  22.330   4.974   0.000   0.000
  22.330   5.739   0.000   0.000
  22.330   6.504   0.000   0.000
  22.330   7.270   0.000   0.000
  22.330   8.035   0.000   0.000
  22.330   8.800   0.000   0.000
  22.330   9.565   0.000   0.167
  22.330  10.331   0.000   0.000
  22.330  11.096   0.000   0.000
  22.330  11.861   0.000   0.000
  22.330  12.626   0.000   0.000
  22.330  13.391   0.000   0.000
  22.330  14.157   1.000   0.000
  22.330  14.922   0.000   0.500
  22.330  15.687   0.000   0.000
  22.330  16.452   0.000   0.000
  22.330  17.218   0.000   0.333
  22.330  17.983   0.000   0.000
  22.330  18.748   0.000   0.000
  22.330  19.513   0.000   0.333
  22.330  20.278   0.000   0.000
  22.330  21.044   0.000   0.167
  22.330  21.809   0.000   0.000
  22.330  22.574   0.000   0.000
  22.330  23.339   0.000   0.000
  22.330  24.105   1.000   0.333
  22.330  24.870   0.000   0.500
  22.330  25.635   0.000   0.000
  22.330  26.400   0.000   0.000
  22.330  27.165   0.000   0.000
  22.330  27.931   0.000   0.000
  22.330  28.696   0.000   0.000
  22.330  29.461   0.000   0.000
  22.330  30.226   0.000   0.000
  22.330  30.992   0.000   0.000
  22.330  31.757   0.000   0.000
  22.330  32.522   0.000   0.000
  22.330  33.287   0.000   0.000
  22.330  34.052   0.000   0.000
  22.330  34.818   0.000   0.000
  22.330  35.583   0.000   0.000
  22.330  36.348   0.000   0.000
  22.330  37.113   0.000   0.000
  22.330  37.879   0.000   0.000
  22.910   0.383   0.000   0.000
  22.910   1.148   0.000   0.000
  22.910   1.913   0.000   0.000
  22.910   2.678   0.000   0.000
  22.910   3.444   0.000   0.000
  22.910   4.209   0.000   0.000
  22.910   4.974   0.000   0.000
  22.910   5.739   0.000   0.000
  22.910   6.504   0.000   0.000
  22.910   7.270   0.000   0.000
  22.910   8.035   0.000   0.000
  22.910   8.800   0.000   0.000
  22.910   9.565   0.000   0.000
  22.910  10.331   0.000   0.000
  22.910  11.096   0.000   0.000
  22.910  11.861   0.000   0.333
  22.910  12.626   0.000   0.167
  22.910  13.391   0.000   0.000
  22.910  14.157   0.000   0.000
  22.910  14.922   0.000   0.000
  22.910  15.687   0.000   0.000
  22.910  16.452   1.000   0.000
  22.910  17.218   0.000   0.167
  22.910  17.983   0.000   0.000
  22.910  18.748   0.000   0.000
  22.910  19.513   0.000   0.167
  22.910  20.278   0.000   0.000
  22.910  21.044   0.000   0.000
  22.910  21.809   0.000   0.000
  22.910  22.574   0.000   0.000
  22.910  23.339   0.000   0.167
  22.910  24.105   0.000   0.000
  22.910  24.870   0.000   0.000
  22.910  25.635   0.000   0.000
  22.910  26.400   0.000   0.000
  22.910  27.165   0.000   0.000
  22.910  27.931   0.000   0.000
  22.910  28.696   0.000   0.000
  22.910  29.461   0.000   0.000
  22.910  30.226   0.000   0.000
  22.910  30.992   0.000   0.000
  22.910  31.757   0.000   0.000
  22.910  32.522   0.000   0.000
  22.910  33.287   0.000   0.000
  22.910  34.052   0.000   0.000
  22.910  34.818   0.000   0.000
  22.910  35.583   0.000   0.000
  22.910  36.348   0.000   0.000
  22.910  37.113   0.000   0.500
  22.910  37.879   0.000   0.000
  23.490   0.383   0.000   0.000
  23.490   1.148   0.000   0.000
  23.490   1.913   0.000   0.000
  23.490   2.678   0.000   0.000
  23.490   3.444   0.000   0.000
  23.490   4.209   0.000   0.000
  23.490   4.974   0.000   0.000
  23.490   5.739   0.000   0.000
  23.490   6.504   0.000   0.000
  23.490   7.270   0.000   0.000
  23.490   8.035   0.000   0.500
  23.490   8.800   0.000   0.000
  23.490   9.565   0.000   0.500
  23.490  10.331   0.000   0.000
  23.490  11.096   0.000   0.000
  23.490  11.861   0.000   0.000
  23.490  12.626   0.333   0.333
  23.490  13.391   0.000   0.000
  23.490  14.157   0.000   0.000
  23.490  14.922   0.000   0.000
  23.490  15.687   0.000   0.000
  23.490  16.452   0.000   0.167
  23.490  17.218   0.000   0.167
  23.490  17.983   0.000   0.000
  23.490  18.748   0.000   0.000
  23.490  19.513   0.000   0.000
  23.490  20.278   0.000   0.000
  23.490  21.044   0.000   0.000
  23.490  21.809   0.000   0.000
  23.490  22.574   0.000   0.000
  23.490  23.339   0.000   0.000
  23.490  24.105   0.000   0.000
  23.490  24.870   0.000   0.000
  23.490  25.635   0.000   0.000
  23.490  26.400   0.000   0.000
  23.490  27.165   0.000   0.333
  23.490  27.931   0.000   0.000
  23.490  28.696   0.000   0.000
  23.490  29.461   0.000   0.000
  23.490  30.226   0.000   0.000
  23.490  30.992   0.000   0.000
  23.490  31.757   0.000   0.000
  23.490  32.522   0.000   0.000
  23.490  33.287   0.000   0.000
  23.490  34.052   0.000   0.000
  23.490  34.818   0.000   0.000
  23.490  35.583   0.000   0.000
  23.490  36.348   0.000   0.000
  23.490  37.113   1.000   0.000
  23.490  37.879   0.000   0.000
  24.070   0.383   0.000   0.000
  24.070   1.148   0.000   0.000
  24.070   1.913   0.000   0.000
  24.070   2.678   0.000   0.000
  24.070   3.444   0.000   0.000
  24.070   4.209   0.000   0.000
  24.070   4.974   0.000   0.000
  24.070   5.739   0.000   0.000
  24.070   6.504   0.000   0.000
  24.070   7.270   0.000   0.000
  24.070   8.035   0.000   0.000
  24.070   8.800   1.000   0.000
  24.070   9.565   0.000   0.000
  24.070  10.331   0.000   0.000
  24.070  11.096   0.000   0.000
  24.070  11.861   0.667   0.000
  24.070  12.626   0.000   0.000
  24.070  13.391   0.000   0.000
  24.070  14.157   0.000   0.000
  24.070  14.922   0.000   0.000
  24.070  15.687   0.000   0.000
  24.070  16.452   0.000   0.167
  24.070  17.218   0.000   0.000
  24.070  17.983   0.000   0.000
  24.070  18.748   0.000   0.000
  24.070  19.513   0.000   0.000
  24.070  20.278   0.000   0.000
  24.070  21.044   0.000   0.000
  24.070  21.809   0.000   0.333
  24.070  22.574   0.000   0.000
  24.070  23.339   0.000   0.000
  24.070  24.105   0.000   0.000
  24.070  24.870   0.000   0.000
  24.070  25.635   0.000   0.000
  24.070  26.400   0.000   0.000
  24.070  27.165   0.000   0.167
  24.070  27.931   0.000   0.000
  24.070  28.696   0.000   0.000
  24.070  29.461   0.000   0.000
  24.070  30.226   0.000   0.000
  24.070  30.992   0.000   0.000
  24.070  31.757   0.000   0.000
  24.070  32.522   0.000   0.500
  24.070  33.287   1.000   0.000
  24.070  34.052   0.000   0.333
  24.070  34.818   0.000   0.000
  24.070  35.583   0.000   0.500
  24.070  36.348   0.000   0.000
  24.070  37.113   0.000   0.000
  24.070  37.879   0.000   0.500
  24.650   0.383   0.000   0.000
  24.650   1.148   0.000   0.000
  24.650   1.913   0.000   0.000
  24.650   2.678   0.000   0.000
  24.650   3.444   0.000   0.000
  24.650   4.209   0.000   0.000
  24.650   4.974   0.000   0.333
  24.650   5.739   0.000   0.000
  24.650   6.504   0.000   0.000
  24.650   7.270   0.000   0.000
  24.650   8.035   0.000   0.167
  24.650   8.800   0.000   0.000
  24.650   9.565   0.000   0.000
  24.650  10.331   0.000   0.000
  24.650  11.096   0.000   0.000
  24.650  11.861   0.000   0.333
  24.650  12.626   0.000   0.167
  24.650  13.391   0.000   0.000
  24.650  14.157   0.000   0.000
  24.650  14.922   0.000   0.000
  24.650  15.687   0.000   0.000
  24.650  16.452   0.000   0.000
  24.650  17.218   0.000   0.000
  24.650  17.983   0.000   0.000
  24.650  18.748   0.000   0.000
  24.650  19.513   0.667   0.000
  24.650  20.278   0.000   0.000
  24.650  21.044   0.000   0.000
  24.650  21.809   0.000   0.167
  24.650  22.574   0.000   0.167
  24.650  23.339   0.000   0.167
  24.650  24.105   0.000   0.000
  24.650  24.870   0.000   0.000
  24.650  25.635   0.000   0.000
  24.650  26.400   0.000   0.000
  24.650  27.165   0.000   0.000
  24.650  27.931   1.000   0.000
  24.650  28.696   0.000   0.000
  24.650  29.461   0.000   0.667
  24.650  30.226   0.333   0.000
  24.650  30.992   0.000   0.000
  24.650  31.757   0.000   0.000
  24.650  32.522   0.000   0.000
  24.650  33.287   0.000   0.167
  24.650  34.052   0.000   0.000
  24.650  34.818   0.000   0.000
  24.650  35.583   0.000   0.000
  24.650  36.348   0.000   0.000
  24.650  37.113   0.000   0.000
  24.650  37.879   0.000   0.000
  25.230   0.383   0.000   0.000
  25.230   1.148   1.000   0.000
  25.230   1.913   0.000   0.500
  25.230   2.678   0.000   0.000
  25.230   3.444   0.667   0.000
  25.230   4.209   0.000   0.333
  25.230   4.974   0.000   0.000
  25.230   5.739   0.000   0.000
  25.230   6.504   0.000   0.000
  25.230   7.270   0.000   0.000
  25.230   8.035   0.000   0.000
  25.230   8.800   0.000   0.167
  25.230   9.565   0.000   0.000
  25.230  10.331   0.000   0.000
  25.230  11.096   0.000   0.000
  25.230  11.861   0.000   0.000
  25.230  12.626   0.000   0.000
  25.230  13.391   0.000   0.000
  25.230  14.157   0.000   0.000
  25.230  14.922   0.000   0.167
  25.230  15.687   0.000   0.000
  25.230  16.452   0.000   0.000
  25.230  17.218   0.000   0.000
  25.230  17.983   0.000   0.000
  25.230  18.748   0.000   0.000
  25.230  19.513   0.000   0.333
  25.230  20.278   0.000   0.000
  25.230  21.044   0.000   0.167
  25.230  21.809   0.000   0.000
  25.230  22.574   0.000   0.000
  25.230  23.339   0.000   0.167
  25.230  24.105   0.000   0.000
  25.230  24.870   0.000   0.000
  25.230  25.635   0.000   0.000
  25.230  26.400   0.000   0.000
  25.230  27.165   0.000   0.500
  25.230  27.931   0.000   0.000
  25.230  28.696   0.000   0.000
  25.230  29.461   0.000   0.000
  25.230  30.226   0.333   0.000
  25.230  30.992   0.333   0.000
  25.230  31.757   0.000   0.000
  25.230  32.522   0.000   0.000
  25.230  33.287   0.000   0.167
  25.230  34.052   0.000   0.000
  25.230  34.818   0.000   0.000
  25.230  35.583   0.000   0.000
  25.230  36.348   0.000   0.000
  25.230  37.113   0.000   0.000
  25.230  37.879   0.000   0.000
  25.810   0.383   0.000   0.167
  25.810   1.148   0.000   0.000
  25.810   1.913   0.000   0.000
  25.810   2.678   0.000   0.000
  25.810   3.444   0.000   0.000
  25.810   4.209   0.000   0.167
  25.810   4.974   0.000   0.000
  25.810   5.739   0.000   0.000
  25.810   6.504   0.000   0.000
  25.810   7.270   0.000   0.000
  25.810   8.035   0.000   0.000
  25.810   8.800   0.000   0.000
  25.810   9.565   0.000   0.000
  25.810  10.331   0.000   0.000
  25.810  11.096   0.000   0.000
  25.810  11.861   0.000   0.000
  25.810  12.626   0.000   0.000
  25.810  13.391   0.000   0.000
  25.810  14.157   0.000   0.167
  25.810  14.922   0.000   0.000
  25.810  15.687   0.000   0.000
  25.810  16.452   0.000   0.000
  25.810  17.218   0.000   0.000
  25.810  17.983   0.000   0.000
  25.810  18.748   0.000   0.000
  25.810  19.513   0.000   0.167
  25.810  20.278   0.000   0.000
  25.810  21.044   0.000   0.333
  25.810  21.809   0.000   0.000
  25.810  22.574   0.000   0.000
  25.810  23.339   0.000   0.000
  25.810  24.105   0.000   0.000
  25.810  24.870   0.000   0.000
  25.810  25.635   0.000   0.000
  25.810  26.400   0.000   0.000
  25.810  27.165   0.000   0.000
  25.810  27.931   0.000   0.000
  25.810  28.696   0.000   0.000
  25.810  29.461   0.000   0.000
  25.810  30.226   0.000   0.167
  25.810  30.992   0.000   0.333
  25.810  31.757   0.000   0.000
  25.810  32.522   0.000   0.000
  25.810  33.287   0.000   0.333
  25.810  34.052   0.000   0.000
  25.810  34.818   0.000   0.167
  25.810  35.583   0.000   0.333
  25.810  36.348   0.000   0.000
  25.810  37.113   0.000   0.000
  25.810  37.879   0.000   0.000
  26.390   0.383   0.000   0.333
  26.390   1.148   0.000   0.333
  26.390   1.913   0.000   0.000
  26.390   2.678   0.000   0.000
  26.390   3.444   0.000   0.167
  26.390   4.209   0.000   0.333
  26.390   4.974   0.000   0.000
  26.390   5.739   0.000   0.000
  26.390   6.504   0.000   0.000
  26.390   7.270   0.000   0.000
  26.390   8.035   0.000   0.000
  26.390   8.800   0.000   0.000
  26.390   9.565   0.000   0.000
  26.390  10.331   0.000   0.000
  26.390  11.096   0.000   0.000
  26.390  11.861   0.000   0.000
  26.390  12.626   0.667   0.000
  26.390  13.391   0.000   0.333
  26.390  14.157   0.000   0.000
  26.390  14.922   0.000   0.000
  26.390  15.687   0.000   0.000
  26.390  16.452   0.000   0.000
  26.390  17.218   0.000   0.000
  26.390  17.983   0.000   0.000
  26.390  18.748   0.000   0.500
  26.390  19.513   0.000   0.000
  26.390  20.278   0.000   0.000
  26.390  21.044   0.333   0.000
  26.390  21.809   0.667   0.000
  26.390  22.574   0.000   0.000
  26.390  23.339   0.000   0.500
  26.390  24.105   1.000   0.167
  26.390  24.870   0.000   0.000
  26.390  25.635   0.000   0.500
  26.390  26.400   0.000   0.000
  26.390  27.165   0.000   0.167
  26.390  27.931   0.000   0.333
  26.390  28.696   0.000   0.000
  26.390  29.461   0.000   0.000
  26.390  30.226   0.000   0.000
  26.390  30.992   0.000   0.000
  26.390  31.757   0.000   0.000
  26.390  32.522   0.000   0.000
  26.390  33.287   0.000   0.000
  26.390  34.052   0.000   0.000
  26.390  34.818   0.000   0.333
  26.390  35.583   1.000   0.000
  26.390  36.348   0.000   0.000
  26.390  37.113   0.000   0.000
  26.390  37.879   0.000   0.167
  26.970   0.383   0.000   0.000
  26.970   1.148   0.000   0.000
  26.970   1.913   0.000   0.000
  26.970   2.678   0.000   0.000
  26.970   3.444   0.000   0.000
  26.970   4.209   0.000   0.000
  26.970   4.974   0.000   0.000
  26.970   5.739   0.000   0.167
  26.970   6.504   0.000   0.333
  26.970   7.270   0.000   0.000
  26.970   8.035   0.000   0.000
  26.970   8.800   0.000   0.000
  26.970   9.565   0.000   0.000
  26.970  10.331   0.000   0.000
  26.970  11.096   0.000   0.000
  26.970  11.861   0.000   0.833
  26.970  12.626   0.333   0.167
  26.970  13.391   0.000   0.000
  26.970  14.157   0.000   0.000
  26.970  14.922   0.000   0.000
  26.970  15.687   0.000   0.000
  26.970  16.452   0.000   0.000
  26.970  17.218   0.000   0.000
  26.970  17.983   0.000   0.000
  26.970  18.748   0.000   0.000
  26.970  19.513   0.000   0.000
  26.970  20.278   0.000   0.000
  26.970  21.044   0.000   0.500
  26.970  21.809   0.000   0.000
  26.970  22.574   0.000   0.000
  26.970  23.339   0.000   0.000
  26.970  24.105   0.000   0.333
  26.970  24.870   0.000   0.000
  26.970  25.635   0.000   0.000
  26.970  26.400   0.000   0.000
  26.970  27.165   0.000   0.000
  26.970  27.931   0.000   0.000
  26.970  28.696   0.000   0.000
  26.970  29.461   0.000   0.000
  26.970  30.226   0.000   0.000
  26.970  30.992   0.000   0.000
  26.970  31.757   0.000   0.000
  26.970  32.522   0.000   0.000
  26.970  33.287   0.000   0.000
  26.970  34.052   0.000   0.000
  26.970  34.818   0.000   0.167
  26.970  35.583   0.000   0.000
  26.970  36.348   0.000   0.000
  26.970  37.113   0.000   0.000
  26.970  37.879   0.000   0.000
  27.550   0.383   0.000   0.000
  27.550   1.148   0.000   0.000
  27.550   1.913   0.000   0.000
  27.550   2.678   0.000   0.000
  27.550   3.444   0.000   0.000
  27.550   4.209   0.000   0.000
  27.550   4.974   0.000   0.000
  27.550   5.739   0.667   0.000
  27.550   6.504   0.333   0.000
  27.550   7.270   0.000   0.000
  27.550   8.035   0.000   0.000
  27.550   8.800   0.000   0.000
  27.550   9.565   0.000   0.167
  27.550  10.331   0.000   0.000
  27.550  11.096   0.000   0.000
  27.550  11.861   0.000   0.000
  27.550  12.626   0.000   0.000
  27.550  13.391   0.000   0.000
  27.550  14.157   0.000   0.000
  27.550  14.922   0.000   0.000
  27.550  15.687   0.000   0.000
  27.550  16.452   0.000   0.000
  27.550  17.218   0.000   0.000
  27.550  17.983   0.333   0.333
  27.550  18.748   0.667   0.000
  27.550  19.513   0.000   0.000
  27.550  20.278   0.000   0.000
  27.550  21.044   0.000   0.000
  27.550  21.809   0.000   0.000
  27.550  22.574   0.000   0.000
  27.550  23.339   0.000   0.000
  27.550  24.105   0.000   0.000
  27.550  24.870   0.000   0.000
  27.550  25.635   0.000   0.000
  27.550  26.400   0.000   0.167
  27.550  27.165   0.000   0.333
  27.550  27.931   0.000   0.333
  27.550  28.696   0.000   0.000
  27.550  29.461   0.000   0.000
  27.550  30.226   0.000   0.000
  27.550  30.992   0.000   0.000
  27.550  31.757   0.000   0.000
  27.550  32.522   0.000   0.000
  27.550  33.287   0.000   0.000
  27.550  34.052   0.000   0.000
  27.550  34.818   0.000   0.000
  27.550  35.583   0.000   0.000
  27.550  36.348   0.000   0.000
  27.550  37.113   0.000   0.000
  27.550  37.879   0.000   0.000
  28.130   0.383   0.000   0.333
  28.130   1.148   0.000   0.500
  28.130   1.913   0.333   0.000
  28.130   2.678   0.000   0.333
  28.130   3.444   0.000   0.000
  28.130   4.209   0.000   0.333
  28.130   4.974   0.000   0.000
  28.130   5.739   0.000   0.000
  28.130   6.504   0.000   0.000
  28.130   7.270   0.000   0.000
  28.130   8.035   0.000   0.000
  28.130   8.800   0.000   0.000
  28.130   9.565   1.000   0.333
  28.130  10.331   0.000   0.000
  28.130  11.096   0.000   0.000
  28.130  11.861   0.000   0.000
  28.130  12.626   0.000   0.000
  28.130  13.391   0.000   0.000
  28.130  14.157   0.000   0.333
  28.130  14.922   0.000   0.000
  28.130  15.687   0.000   0.000
  28.130  16.452   0.000   0.000
  28.130  17.218   0.000   0.167
  28.130  17.983   0.000   0.000
  28.130  18.748   0.000   0.167
  28.130  19.513   0.000   0.333
  28.130  20.278   0.000   0.000
  28.130  21.044   0.000   0.000
  28.130  21.809   0.000   0.000
  28.130  22.574   0.000   0.000
  28.130  23.339   0.000   0.000
  28.130  24.105   0.000   0.000
  28.130  24.870   0.000   0.000
  28.130  25.635   0.000   0.000
  28.130  26.400   0.000   0.000
  28.130  27.165   0.000   0.000
  28.130  27.931   0.000   0.167
  28.130  28.696   0.000   0.000
  28.130  29.461   0.000   0.000
  28.130  30.226   0.000   0.000
  28.130  30.992   0.000   0.000
  28.130  31.757   0.000   0.000
  28.130  32.522   0.000   0.500
  28.130  33.287   0.000   0.000
  28.130  34.052   0.000   0.000
  28.130  34.818   0.000   0.000
  28.130  35.583   0.000   0.000
  28.130  36.348   0.000   0.667
