Tinker BiTorsion parameter file for fix bitorsion

3 bitorsion types
  180.0 135.0 -0.08457
  -180.0 150.0 0.2851
  -165.0 150.0 0.66185
  -150.0 150.0 0.69665
  -135.0 150.0 0.48378
  -120.0 150.0 0.16399
  -105.0 150.0 -0.09637
  -90.0 150.0 -0.36878
  -75.0 150.0 -0.80945
  -60.0 150.0 -1.41793
  -45.0 150.0 -2.18914
  -30.0 150.0 -2.20786
  -15.0 150.0 -1.82363
  0.0 150.0 -1.11629
  15.0 150.0 -0.04735
  30.0 150.0 -1.17126
  45.0 150.0 -1.34899
  60.0 150.0 -0.62467
  75.0 150.0 0.05642
  90.0 150.0 0.17332
  105.0 150.0 -0.14673
  120.0 150.0 -0.698
  135.0 150.0 -1.11306
  150.0 150.0 -1.02621
  165.0 150.0 -0.41495
  180.0 150.0 0.2851
  -180.0 165.0 0.76902
  -165.0 165.0 0.89311
  -150.0 165.0 0.59358
  -135.0 165.0 0.25887
  -120.0 165.0 -0.03955
  -105.0 165.0 -0.24006
  -90.0 165.0 -0.46456
  -75.0 165.0 -0.8317
  -60.0 165.0 -1.40143
  -45.0 165.0 -1.95471
  -30.0 165.0 -2.00388
  -15.0 165.0 -1.56184
  0.0 165.0 -0.83182
  15.0 165.0 -0.45132
  30.0 165.0 -1.23096
  45.0 165.0 -1.2265
  60.0 165.0 -0.44761
  75.0 165.0 0.25891
  90.0 165.0 0.39936
  105.0 165.0 0.0765
  120.0 165.0 -0.49787
  135.0 165.0 -0.79017
  150.0 165.0 -0.50914
  165.0 165.0 0.18602
  180.0 165.0 0.76902
  -180.0 180.0 0.98936
  -165.0 180.0 0.76408
  -150.0 180.0 0.21674
  -135.0 180.0 -0.182
  -120.0 180.0 -0.37729
  -105.0 180.0 -0.47834
  -90.0 180.0 -0.59267
  -75.0 180.0 -0.93985
  -60.0 180.0 -1.55558
  -45.0 180.0 -2.01849
  -30.0 180.0 -1.94076
  -15.0 180.0 -1.464
  0.0 180.0 0.18253
  15.0 180.0 -0.80364
  30.0 180.0 -1.32974
  45.0 180.0 -1.31658
  60.0 180.0 -0.5014
  75.0 180.0 0.20431
  90.0 180.0 0.39356
  105.0 180.0 0.20356
  120.0 180.0 -0.16993
  135.0 180.0 -0.22733
  150.0 180.0 0.13703
  165.0 180.0 0.66356
  180.0 180.0 0.98936
