################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  4.4495952247262833E+00 a      1072     1    12     2    22
 -2.5500477175213829E+00 a      1073     1    12     2    23
  1.5426557479411622E+00 a      1074     1    12     2    24
 -4.3415918398091247E+00 a      1075     1    12     2    25
 -1.7837709723341921E+00 a      1076     1    13     2     1
  6.1765521974326089E-02 a      1077     1    13     2     2
  1.4270144943346930E-01 a      1078     1    13     2     3
  9.6877797086914308E-01 a      1079     1    13     2     4
 -3.8646359298400235E-01 a      1080     1    13     2     5
 -6.0257789082689994E-01 a      1081     1    13     2     6
 -6.1333483983045078E-01 a      1082     1    13     2     7
 -6.5924706654526399E-01 a      1083     1    13     2     8
  1.3577887408597951E+00 a      1084     1    13     2     9
  5.5233747012811663E-01 a      1085     1    13     2    10
  3.0399128682584076E-01 a      1086     1    13     2    11
  1.2571290273194094E-01 a      1087     1    13     2    12
  3.0141690728843917E-01 a      1088     1    13     2    13
  1.5586546563560341E-01 a      1089     1    13     2    14
  2.0214921383231643E+00 a      1090     1    13     2    15
  3.3127896825896652E-01 a      1091     1    13     2    16
 -4.4476447583914724E-01 a      1092     1    13     2    17
 -6.2761412512460968E-01 a      1093     1    13     2    18
 -4.9427182431196892E-01 a      1094     1    13     2    19
  1.3983388512561243E-01 a      1095     1    13     2    20
  2.3002496577740685E+00 a      1096     1    13     2    21
  1.6701239103859009E+00 a      1097     1    13     2    22
  1.4994823080328907E+00 a      1098     1    13     2    23
  3.9537178110787974E-01 a      1099     1    13     2    24
  5.8398220926075173E-01 a      1100     1    13     2    25
  8.5295201345779237E-01 a      1101     1    14     2     1
 -5.2839167849903323E-01 a      1102     1    14     2     2
  1.2118820764567373E+00 a      1103     1    14     2     3
  1.7954759082816425E+00 a      1104     1    14     2     4
  1.8747124299625395E-01 a      1105     1    14     2     5
  5.6017574192285047E-01 a      1106     1    14     2     6
 -1.7110522199101674E-01 a      1107     1    14     2     7
  8.3896462942648653E-01 a      1108     1    14     2     8
 -1.4616181471345491E+00 a      1109     1    14     2     9
  8.5959907109993361E-01 a      1110     1    14     2    10
 -1.4403152519951887E-01 a      1111     1    14     2    11
 -5.0813687652801176E-01 a      1112     1    14     2    12
 -9.7981782688599128E-01 a      1113     1    14     2    13
  7.7753224886522421E-01 a      1114     1    14     2    14
 -5.9844735095640156E-01 a      1115     1    14     2    15
  3.4650752103169025E-01 a      1116     1    14     2    16
 -5.8711794319937194E-01 a      1117     1    14     2    17
 -1.3706594054270902E+00 a      1118     1    14     2    18
 -1.1422652077233137E+00 a      1119     1    14     2    19
  8.0707171356885204E-04 a      1120     1    14     2    20
  1.4089178119149774E+00 a      1121     1    14     2    21
 -2.0868443512620523E-02 a      1122     1    14     2    22
  2.4765810938521640E-01 a      1123     1    14     2    23
 -4.5822482418987104E-01 a      1124     1    14     2    24
 -6.2760190470460109E-02 a      1125     1    14     2    25
 -6.3051316449413697E-01 a      1126     1    15     2     1
 -8.5568766828554729E-02 a      1127     1    15     2     2
  1.2623012829197652E-01 a      1128     1    15     2     3
 -2.6333284380527960E-01 a      1129     1    15     2     4
 -1.6789499972196012E-01 a      1130     1    15     2     5
 -1.6739915035010851E+00 a      1131     1    15     2     6
  7.5150164741418890E-01 a      1132     1    15     2     7
  1.4850802285946663E+00 a      1133     1    15     2     8
  1.3679527143714523E+00 a      1134     1    15     2     9
  2.2702130106994698E+00 a      1135     1    15     2    10
 -9.0423742617082359E-01 a      1136     1    15     2    11
 -4.0104658105606300E-01 a      1137     1    15     2    12
  3.8900726826654108E-01 a      1138     1    15     2    13
 -5.4951242988164040E-01 a      1139     1    15     2    14
 -1.7241979783027172E-02 a      1140     1    15     2    15
 -2.5629230309678513E-01 a      1141     1    15     2    16
 -1.6129459175130396E+00 a      1142     1    15     2    17
 -1.4034841005534375E+00 a      1143     1    15     2    18
  1.1341665130800804E+00 a      1144     1    15     2    19
  1.1213024535918692E-01 a      1145     1    15     2    20
  3.7656367590986606E+00 a      1146     1    15     2    21
  7.3019329240980635E-01 a      1147     1    15     2    22
 -2.5611761254488857E-01 a      1148     1    15     2    23
 -4.8540953698913802E-01 a      1149     1    15     2    24
  1.3692262226307499E+00 a      1150     1    15     2    25
  1.6494141683657493E+00 a      1151     1    16     2     1
 -9.6390345736239269E-01 a      1152     1    16     2     2
  2.0793522726329236E-01 a      1153     1    16     2     3
 -5.7374450018525558E-01 a      1154     1    16     2     4
 -9.8733160966737721E-01 a      1155     1    16     2     5
  6.5807844696554119E-01 a      1156     1    16     2     6
  3.2247433911740793E-02 a      1157     1    16     2     7
 -2.4521651144191488E+00 a      1158     1    16     2     8
 -3.0303442815675607E+00 a      1159     1    16     2     9
  2.2159579109757380E-01 a      1160     1    16     2    10
 -7.4309660254871501E-01 a      1161     1    16     2    11
 -2.9049753431162834E-01 a      1162     1    16     2    12
  3.1668098555699156E+00 a      1163     1    16     2    13
 -1.2261594986593347E+00 a      1164     1    16     2    14
  1.0349812541428842E+00 a      1165     1    16     2    15
  1.7121815269407428E+00 a      1166     1    16     2    16
  8.0358012812129054E-01 a      1167     1    16     2    17
 -1.3675359756343288E+00 a      1168     1    16     2    18
 -4.6006123916898067E-01 a      1169     1    16     2    19
 -2.5878505755147092E+00 a      1170     1    16     2    20
 -2.9512006713160228E+00 a      1171     1    16     2    21
 -1.1058407528187431E+00 a      1172     1    16     2    22
  8.9298442903850317E-01 a      1173     1    16     2    23
 -9.9725253604444308E-01 a      1174     1    16     2    24
 -1.8425500935308365E+00 a      1175     1    16     2    25
 -1.8570790778452546E+00 a      1176     1    17     2     1
 -6.3973968207352483E-01 a      1177     1    17     2     2
  2.0052987685530210E-01 a      1178     1    17     2     3
  2.2185837483654831E+00 a      1179     1    17     2     4
 -6.0198667595147914E-01 a      1180     1    17     2     5
  2.3405835273964992E-01 a      1181     1    17     2     6
  3.3196570543138565E-01 a      1182     1    17     2     7
  1.2991668836547232E+00 a      1183     1    17     2     8
  1.5143648879673921E+00 a      1184     1    17     2     9
  1.7917556495597248E-01 a      1185     1    17     2    10
  6.5534517793332372E-02 a      1186     1    17     2    11
 -5.9191948460177024E-01 a      1187     1    17     2    12
  1.2750933232410862E+00 a      1188     1    17     2    13
 -1.5608383187707420E+00 a      1189     1    17     2    14
 -4.8452426559440576E-01 a      1190     1    17     2    15
  5.6869904306512328E-02 a      1191     1    17     2    16
 -1.3745314092035921E+00 a      1192     1    17     2    17
 -9.3363971641325649E-01 a      1193     1    17     2    18
  1.2301554196497246E+00 a      1194     1    17     2    19
 -2.4104104828665646E-01 a      1195     1    17     2    20
  6.6198296290777559E-01 a      1196     1    17     2    21
 -1.5152727297809043E+00 a      1197     1    17     2    22
 -5.6537663778771396E-01 a      1198     1    17     2    23
 -4.0752023749644689E-01 a      1199     1    17     2    24
 -9.0608531726854380E-01 a      1200     1    17     2    25
  2.8033128399492440E+00 a      1201     1    18     2     1
 -8.3666510516204506E-01 a      1202     1    18     2     2
  4.7953835552796820E-01 a      1203     1    18     2     3
  2.9366893922704856E-01 a      1204     1    18     2     4
 -1.3407438479056275E+00 a      1205     1    18     2     5
  2.0149219645963756E-01 a      1206     1    18     2     6
 -7.1078447275601489E-02 a      1207     1    18     2     7
  6.8753704488081457E-01 a      1208     1    18     2     8
  1.0614745034105677E+00 a      1209     1    18     2     9
 -5.1972296801419360E-01 a      1210     1    18     2    10
  4.2568809194098922E-01 a      1211     1    18     2    11
  1.1283129901890967E+00 a      1212     1    18     2    12
  3.2368449527546245E-01 a      1213     1    18     2    13
 -4.8104595431142377E-01 a      1214     1    18     2    14
 -4.4478850619894661E-01 a      1215     1    18     2    15
  7.5342013209859982E-01 a      1216     1    18     2    16
 -7.5251058833923024E-01 a      1217     1    18     2    17
 -3.2851254846358019E-01 a      1218     1    18     2    18
 -5.8774560188315617E-01 a      1219     1    18     2    19
 -1.1508334029793323E+00 a      1220     1    18     2    20
 -1.1354296884739232E+00 a      1221     1    18     2    21
 -2.7200286001651858E-01 a      1222     1    18     2    22
 -3.8397527569339713E+00 a      1223     1    18     2    23
  2.2605209148377950E-01 a      1224     1    18     2    24
  1.1365846684759007E+00 a      1225     1    18     2    25
 -5.3912432672650032E+00 a      1226     1    19     2     1
  4.5845696130825303E-01 a      1227     1    19     2     2
  7.0709208368568310E-01 a      1228     1    19     2     3
 -1.3973599899226747E+00 a      1229     1    19     2     4
  3.0071504252034847E-01 a      1230     1    19     2     5
 -5.4197295981474947E-01 a      1231     1    19     2     6
  7.4376471223405460E-01 a      1232     1    19     2     7
 -2.5079217516979186E+00 a      1233     1    19     2     8
  2.0592046605772945E+00 a      1234     1    19     2     9
  6.5654373849726466E-01 a      1235     1    19     2    10
 -9.0407721196091848E-02 a      1236     1    19     2    11
  1.5566506128138184E+00 a      1237     1    19     2    12
 -9.4986537106149321E-02 a      1238     1    19     2    13
 -2.3530503270088396E-01 a      1239     1    19     2    14
  3.6439425212581661E-01 a      1240     1    19     2    15
  1.2871636736138770E+00 a      1241     1    19     2    16
 -8.4712787652121069E-01 a      1242     1    19     2    17
 -1.0234220464653516E+00 a      1243     1    19     2    18
 -1.3802013894870373E+00 a      1244     1    19     2    19
  4.6238544527464259E-01 a      1245     1    19     2    20
 -3.1736140472371468E+00 a      1246     1    19     2    21
  1.7897235482645921E+00 a      1247     1    19     2    22
 -1.2075712900497950E+00 a      1248     1    19     2    23
 -3.1032297572767770E-01 a      1249     1    19     2    24
  2.1706205401676661E+00 a      1250     1    19     2    25
  6.9973782486580109E+00 a      1251     1    20     2     1
  2.9325190821916197E-01 a      1252     1    20     2     2
 -1.2648655109330131E+00 a      1253     1    20     2     3
 -4.3905910522706337E-01 a      1254     1    20     2     4
  4.2887555555714030E-01 a      1255     1    20     2     5
  1.3300944280643934E+00 a      1256     1    20     2     6
  1.0988390404457922E+00 a      1257     1    20     2     7
  2.3801051936039075E+00 a      1258     1    20     2     8
  1.1789379212300943E-01 a      1259     1    20     2     9
  3.9144297908957699E+00 a      1260     1    20     2    10
  5.5000952527940228E-01 a      1261     1    20     2    11
  2.4087943927489916E-01 a      1262     1    20     2    12
 -3.7997171313505251E-01 a      1263     1    20     2    13
 -5.4744714104500347E-01 a      1264     1    20     2    14
  8.9095280999944937E-01 a      1265     1    20     2    15
 -8.7130940035564164E-01 a      1266     1    20     2    16
  3.7900358553306007E-01 a      1267     1    20     2    17
  2.1342515402584987E+00 a      1268     1    20     2    18
  1.2475880574414706E+00 a      1269     1    20     2    19
  7.8956439485340524E-01 a      1270     1    20     2    20
  4.6968348528891219E+00 a      1271     1    20     2    21
  2.4464240930319816E+00 a      1272     1    20     2    22
 -5.7785142905302376E+00 a      1273     1    20     2    23
 -2.3074149497856417E-01 a      1274     1    20     2    24
 -2.6800082940155296E+00 a      1275     1    20     2    25
 -3.2729577955630704E+00 a      1276     1    21     2     1
 -1.2928637501931926E+00 a      1277     1    21     2     2
 -2.2664219916515152E-01 a      1278     1    21     2     3
  6.8197406796553048E-02 a      1279     1    21     2     4
  2.2800043902454539E-01 a      1280     1    21     2     5
 -1.4547709606717896E+00 a      1281     1    21     2     6
 -8.9797316703694119E-02 a      1282     1    21     2     7
 -7.9615421262219899E-01 a      1283     1    21     2     8
 -2.5074736863647562E-01 a      1284     1    21     2     9
 -3.2383137185187805E-01 a      1285     1    21     2    10
 -7.7486670060442631E-01 a      1286     1    21     2    11
 -1.7378145875987788E-01 a      1287     1    21     2    12
  1.7001762592878558E+00 a      1288     1    21     2    13
 -1.7033999809142997E+00 a      1289     1    21     2    14
  3.7961258225336264E-01 a      1290     1    21     2    15
  6.0929689839357426E-01 a      1291     1    21     2    16
 -1.9171250145280534E+00 a      1292     1    21     2    17
 -1.6594854242769004E+00 a      1293     1    21     2    18
 -2.8219229087100910E+00 a      1294     1    21     2    19
 -4.3902463688638738E-01 a      1295     1    21     2    20
 -1.1744026035352828E+00 a      1296     1    21     2    21
  3.9648025457334164E+00 a      1297     1    21     2    22
 -1.3587513635268793E+00 a      1298     1    21     2    23
  3.9463311556495906E-02 a      1299     1    21     2    24
 -4.6280624473662763E-01 a      1300     1    21     2    25
  8.3725910272757709E+00 a      1301     1    22     2     1
  1.2030400911595496E+00 a      1302     1    22     2     2
  5.2723639396495003E-01 a      1303     1    22     2     3
  2.4863416823271995E+00 a      1304     1    22     2     4
  5.0656775645932173E-01 a      1305     1    22     2     5
  7.8889662692367113E-01 a      1306     1    22     2     6
  2.7467021112668549E-01 a      1307     1    22     2     7
  3.5551997281423904E+00 a      1308     1    22     2     8
 -6.9074567194666425E-01 a      1309     1    22     2     9
  9.2831069742658789E-01 a      1310     1    22     2    10
 -2.7305664188353734E-01 a      1311     1    22     2    11
 -1.6732686793215996E+00 a      1312     1    22     2    12
 -1.2508123463191103E+00 a      1313     1    22     2    13
  1.4253551144285490E+00 a      1314     1    22     2    14
 -1.2730453204508483E+00 a      1315     1    22     2    15
 -5.6234386233504563E-01 a      1316     1    22     2    16
  4.7348930208036427E-01 a      1317     1    22     2    17
  1.4228359329011722E+00 a      1318     1    22     2    18
 -3.0896237212805277E-02 a      1319     1    22     2    19
 -7.7625773033108136E-01 a      1320     1    22     2    20
  5.1571228251110171E-02 a      1321     1    22     2    21
 -1.5781774955827834E+00 a      1322     1    22     2    22
 -1.7313703986673430E+00 a      1323     1    22     2    23
 -1.3316987118953665E+00 a      1324     1    22     2    24
 -7.0760527312605037E-01 a      1325     1    22     2    25
 -8.1466385165616928E-01 a      1326     1    23     2     1
  6.8912340727205368E-01 a      1327     1    23     2     2
  8.4582890184800619E-01 a      1328     1    23     2     3
  3.8163700575566650E-01 a      1329     1    23     2     4
 -6.6556600373886232E-01 a      1330     1    23     2     5
 -1.3399458536680564E+00 a      1331     1    23     2     6
 -1.7425009694107033E-01 a      1332     1    23     2     7
 -2.6104662248332646E+00 a      1333     1    23     2     8
 -1.9788280313555501E-01 a      1334     1    23     2     9
 -4.6341960827595043E+00 a      1335     1    23     2    10
 -4.1560774205921192E-01 a      1336     1    23     2    11
 -1.3453315295733928E-01 a      1337     1    23     2    12
  5.9251987079212687E-01 a      1338     1    23     2    13
  1.3014540212114664E-01 a      1339     1    23     2    14
  2.4962768316839337E-01 a      1340     1    23     2    15
  3.3868458734074913E-01 a      1341     1    23     2    16
 -2.1103970517135956E-01 a      1342     1    23     2    17
 -2.7311756320323316E-01 a      1343     1    23     2    18
  7.7825779463422798E-02 a      1344     1    23     2    19
 -1.5510879185574573E+00 a      1345     1    23     2    20
 -3.3731285186903501E+00 a      1346     1    23     2    21
  1.5012690395440691E+00 a      1347     1    23     2    22
 -1.4938786629136067E+00 a      1348     1    23     2    23
  1.5155834326942672E-01 a      1349     1    23     2    24
  2.2135367884980521E+00 a      1350     1    23     2    25
  7.6092107307961931E-01 a      1351     1    24     2     1
  2.5019321183393825E-02 a      1352     1    24     2     2
  2.4714648764760871E-01 a      1353     1    24     2     3
 -4.2700090187223255E-01 a      1354     1    24     2     4
  1.9684439924637190E-01 a      1355     1    24     2     5
 -1.6150658390090172E-01 a      1356     1    24     2     6
 -8.4941771549071021E-01 a      1357     1    24     2     7
  3.2616941337700417E-01 a      1358     1    24     2     8
 -6.0235251095177200E-01 a      1359     1    24     2     9
  2.0073315297316108E+00 a      1360     1    24     2    10
  6.8678637919958119E-01 a      1361     1    24     2    11
 -1.4709309602563259E+00 a      1362     1    24     2    12
 -7.3119546383323997E-01 a      1363     1    24     2    13
  5.9624465461749732E-01 a      1364     1    24     2    14
  1.1965703107989687E+00 a      1365     1    24     2    15
 -4.8078015734066326E-01 a      1366     1    24     2    16
  2.8731897539798784E-01 a      1367     1    24     2    17
  2.8943049077679879E+00 a      1368     1    24     2    18
  4.4309374097560666E-01 a      1369     1    24     2    19
 -5.2571668466848664E-01 a      1370     1    24     2    20
  2.6293009755349539E+00 a      1371     1    24     2    21
  1.1166360248787797E+00 a      1372     1    24     2    22
  1.4367909042068954E+00 a      1373     1    24     2    23
  1.2263949730702137E+00 a      1374     1    24     2    24
 -1.5658327417588482E+00 a      1375     1    24     2    25
 -3.0524380712257440E+00 a      1376     1    25     2     1
 -1.6248402538917406E-01 a      1377     1    25     2     2
  5.3725239557723847E-01 a      1378     1    25     2     3
 -3.1435543583372311E-01 a      1379     1    25     2     4
  8.0294309812719877E-01 a      1380     1    25     2     5
 -3.3745709161028831E-01 a      1381     1    25     2     6
  2.9618139473335392E-01 a      1382     1    25     2     7
 -1.3606606680314999E+00 a      1383     1    25     2     8
  2.9886863438452965E-01 a      1384     1    25     2     9
  3.4365095196288835E+00 a      1385     1    25     2    10
  2.8778063903425566E-01 a      1386     1    25     2    11
 -5.2312889094867954E-01 a      1387     1    25     2    12
  4.5730896273705224E-01 a      1388     1    25     2    13
 -8.8949447500584955E-01 a      1389     1    25     2    14
 -8.1389897744929640E-01 a      1390     1    25     2    15
 -4.0077086298379117E-01 a      1391     1    25     2    16
  7.2544627916775950E-01 a      1392     1    25     2    17
 -9.8029709488119798E-01 a      1393     1    25     2    18
  8.5017837869712165E-01 a      1394     1    25     2    19
 -2.9795775527520296E-01 a      1395     1    25     2    20
  1.1940911570260535E+00 a      1396     1    25     2    21
 -4.1259772504588357E-02 a      1397     1    25     2    22
  1.0619824936744515E+00 a      1398     1    25     2    23
 -6.5325825341918264E-01 a      1399     1    25     2    24
  3.7575240210802421E+00 a      1400     1    25     2    25
 -1.0787018434494783E+01 b      1401     2     1
 -8.4067078142086771E-01 b      1402     2     2
  9.3201271110229211E-01 b      1403     2     3
 -1.8318272256547821E+00 b      1404     2     4
 -2.1732436845179119E+00 b      1405     2     5
 -2.6390929073478930E+00 b      1406     2     6
  3.7489748853957300E-01 b      1407     2     7
 -2.3789675524866163E+00 b      1408     2     8
  2.7252644932624959E+00 b      1409     2     9
  2.5100559841854970E+00 b      1410     2    10
 -2.4897033671113025E-01 b      1411     2    11
  2.6913296692082476E+00 b      1412     2    12
  5.8162695990329221E+00 b      1413     2    13
 -1.5170700889568940E+00 b      1414     2    14
  4.2121259244130220E+00 b      1415     2    15
  2.2987725066596130E+00 b      1416     2    16
 -7.1493650128731911E-01 b      1417     2    17
 -3.9961443472349811E-01 b      1418     2    18
  7.8083705485664430E+00 b      1419     2    19
 -4.0462773256448170E-01 b      1420     2    20
 -1.4333029489891109E+00 b      1421     2    21
 -4.9517224038431467E+00 b      1422     2    22
  1.0702867307710989E+01 b      1423     2    23
 -9.7535853921453985E-01 b      1424     2    24
  5.3161969295054172E+00 b      1425     2    25
 -5.1941647295982207E-01 a      1426     2     1     3     1
 -7.7346657642095373E-01 a      1427     2     2     3     1
  1.4003893583106508E+00 a      1428     2     3     3     1
  8.9188080044914464E-01 a      1429     2     4     3     1
 -2.0147808233792022E+00 a      1430     2     5     3     1
 -1.8131831735812174E+00 a      1431     2     6     3     1
  3.3217884596641700E+00 a      1432     2     7     3     1
 -1.2675289031787327E+00 a      1433     2     8     3     1
 -1.2791140359120716E+00 a      1434     2     9     3     1
  1.9731828075446340E+00 a      1435     2    10     3     1
 -2.3928332883234411E+00 a      1436     2    11     3     1
 -1.1755085043375486E+00 a      1437     2    12     3     1
  2.6525670286472951E+00 a      1438     2    13     3     1
 -2.4861988521743901E+00 a      1439     2    14     3     1
  1.2534500349238071E+00 a      1440     2    15     3     1
  2.8804282010183990E+00 a      1441     2    16     3     1
 -2.0327745898215275E+00 a      1442     2    17     3     1
 -1.1760164122204946E+00 a      1443     2    18     3     1
 -9.9841804355412322E-01 a      1444     2    19     3     1
 -1.8663330516323837E+00 a      1445     2    20     3     1
  6.3266049836286531E-01 a      1446     2    21     3     1
  1.2025500357718348E+00 a      1447     2    22     3     1
  1.1367820678861495E-01 a      1448     2    23     3     1
 -2.6481374255863193E+00 a      1449     2    24     3     1
  5.2166795947347921E-01 a      1450     2    25     3     1
  4.8693043186011655E+00 b      1451     3     1
